,Date,Year,Month,Day,MaxTemp,MinTemp,Rain,Snow,SnowDepth,Wind,PeakTwoMinWind,PeakWindDirection,PeakGust,fog_wt01,thunder_wt03,hail_wt05,haze_wt08,blowing_snow_wt09,funnel_cloud_wt10,damaging_wind_wt11,rain_wt16,freezing_rain_wt17,snow_wt18,HighWaterLevel,MeanWaterLevel,LowWaterLevel
1,"""1959-01-01""",1959,1,1,1.1,-3.3,1.8,3,25,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,1,175.931,175.779,175.535
2,"""1959-01-02""",1959,1,2,1.7,-6.1,0,0,25,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,1,175.931,175.779,175.535
3,"""1959-01-03""",1959,1,3,-6.1,-18.3,4.1,79,51,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,175.931,175.779,175.535
4,"""1959-01-04""",1959,1,4,-17.8,-23.3,0,0,102,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,175.931,175.779,175.535
5,"""1959-01-05""",1959,1,5,-13.3,-25,0,0,76,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,175.931,175.779,175.535
6,"""1959-01-06""",1959,1,6,-5,-17.2,0,0,76,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,175.931,175.779,175.535
7,"""1959-01-07""",1959,1,7,-1.7,-10,0,0,76,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,1,175.931,175.779,175.535
8,"""1959-01-08""",1959,1,8,-3.3,-11.7,0,0,51,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,175.931,175.779,175.535
9,"""1959-01-09""",1959,1,9,-7.2,-13.9,0,0,51,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,175.931,175.779,175.535
10,"""1959-01-10""",1959,1,10,-4.4,-16.1,0,0,51,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,175.931,175.779,175.535
11,"""1959-01-11""",1959,1,11,0.6,-11.7,0,0,51,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,175.931,175.779,175.535
12,"""1959-01-12""",1959,1,12,2.2,-5.6,0,0,51,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,175.931,175.779,175.535
13,"""1959-01-13""",1959,1,13,5,-7.2,0,0,25,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,175.931,175.779,175.535
14,"""1959-01-14""",1959,1,14,5,0,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,175.931,175.779,175.535
15,"""1959-01-15""",1959,1,15,1.1,-17.2,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,1,175.931,175.779,175.535
16,"""1959-01-16""",1959,1,16,-11.1,-17.2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,175.931,175.779,175.535
17,"""1959-01-17""",1959,1,17,-11.7,-18.3,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,175.931,175.779,175.535
18,"""1959-01-18""",1959,1,18,-3.3,-18.3,2.5,36,0,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,175.931,175.779,175.535
19,"""1959-01-19""",1959,1,19,-0.6,-15,1.5,23,51,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,175.931,175.779,175.535
20,"""1959-01-20""",1959,1,20,-2.8,-15,12.2,117,51,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,1,175.931,175.779,175.535
21,"""1959-01-21""",1959,1,21,-2.2,-13.9,13,64,178,NA,NA,NA,NA,1,0,0,0,1,0,0,1,0,1,175.931,175.779,175.535
22,"""1959-01-22""",1959,1,22,-13.3,-20.6,0,0,203,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,175.931,175.779,175.535
23,"""1959-01-23""",1959,1,23,-14.4,-24.4,0.8,5,203,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,1,175.931,175.779,175.535
24,"""1959-01-24""",1959,1,24,3.3,-14.4,0,0,178,NA,NA,NA,NA,1,0,0,1,1,0,0,0,0,0,175.931,175.779,175.535
25,"""1959-01-25""",1959,1,25,-3.3,-7.2,5.8,71,127,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,1,175.931,175.779,175.535
26,"""1959-01-26""",1959,1,26,-3.9,-10.6,0,0,203,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,1,175.931,175.779,175.535
27,"""1959-01-27""",1959,1,27,-5,-18.3,0,0,178,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,175.931,175.779,175.535
28,"""1959-01-28""",1959,1,28,0.6,-12.2,0,0,178,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,175.931,175.779,175.535
29,"""1959-01-29""",1959,1,29,2.2,-1.7,6.9,0,152,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,1,175.931,175.779,175.535
30,"""1959-01-30""",1959,1,30,1.7,-13.9,0,0,102,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,1,175.931,175.779,175.535
31,"""1959-01-31""",1959,1,31,-12.8,-19.4,0,0,102,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,175.931,175.779,175.535
32,"""1959-02-01""",1959,2,1,-10,-19.4,0,0,102,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,175.876,175.761,175.593
33,"""1959-02-02""",1959,2,2,-8.9,-22.8,0,0,102,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,175.876,175.761,175.593
34,"""1959-02-03""",1959,2,3,0,-9.4,2,25,102,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,1,175.876,175.761,175.593
35,"""1959-02-04""",1959,2,4,-1.1,-13.3,0,0,127,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,175.876,175.761,175.593
36,"""1959-02-05""",1959,2,5,-7.8,-16.1,0,0,127,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,175.876,175.761,175.593
37,"""1959-02-06""",1959,2,6,-3.9,-20,0,0,127,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,175.876,175.761,175.593
38,"""1959-02-07""",1959,2,7,3.9,-4.4,0,0,127,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,175.876,175.761,175.593
39,"""1959-02-08""",1959,2,8,-1.7,-6.7,0,0,102,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,1,175.876,175.761,175.593
40,"""1959-02-09""",1959,2,9,3.3,-2.2,15.2,0,102,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,175.876,175.761,175.593
41,"""1959-02-10""",1959,2,10,0,-9.4,7.4,3,25,NA,NA,NA,NA,1,0,0,0,1,0,0,1,0,1,175.876,175.761,175.593
42,"""1959-02-11""",1959,2,11,-2.8,-12.2,0,0,25,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,175.876,175.761,175.593
43,"""1959-02-12""",1959,2,12,4.4,-5,1.3,0,25,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,175.876,175.761,175.593
44,"""1959-02-13""",1959,2,13,2.8,0.6,0,0,25,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,175.876,175.761,175.593
45,"""1959-02-14""",1959,2,14,2.8,-5.6,4.8,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,175.876,175.761,175.593
46,"""1959-02-15""",1959,2,15,0,-5,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,175.876,175.761,175.593
47,"""1959-02-16""",1959,2,16,2.8,-3.3,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,175.876,175.761,175.593
48,"""1959-02-17""",1959,2,17,-1.1,-6.1,1,8,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,175.876,175.761,175.593
49,"""1959-02-18""",1959,2,18,-6.1,-14.4,0,0,25,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,175.876,175.761,175.593
50,"""1959-02-19""",1959,2,19,-12.2,-18.9,0,0,25,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,175.876,175.761,175.593
51,"""1959-02-20""",1959,2,20,-6.1,-19.4,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,175.876,175.761,175.593
52,"""1959-02-21""",1959,2,21,2.2,-6.1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,175.876,175.761,175.593
53,"""1959-02-22""",1959,2,22,7.8,-2.8,5.3,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,175.876,175.761,175.593
54,"""1959-02-23""",1959,2,23,3.9,-1.7,3,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,1,175.876,175.761,175.593
55,"""1959-02-24""",1959,2,24,2.2,-6.1,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,175.876,175.761,175.593
56,"""1959-02-25""",1959,2,25,5,-3.9,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,175.876,175.761,175.593
57,"""1959-02-26""",1959,2,26,3.3,-1.1,2,20,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,1,175.876,175.761,175.593
58,"""1959-02-27""",1959,2,27,10,-2.2,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,175.876,175.761,175.593
59,"""1959-02-28""",1959,2,28,3.9,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,175.876,175.761,175.593
60,"""1959-03-01""",1959,3,1,5.6,-2.2,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,175.98,175.794,175.523
61,"""1959-03-02""",1959,3,2,9.4,0,0.3,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,1,175.98,175.794,175.523
62,"""1959-03-03""",1959,3,3,1.7,-2.8,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,175.98,175.794,175.523
63,"""1959-03-04""",1959,3,4,3.3,-5,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,175.98,175.794,175.523
64,"""1959-03-05""",1959,3,5,6.1,0,17.8,8,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,1,175.98,175.794,175.523
65,"""1959-03-06""",1959,3,6,3.9,-5.6,1.3,8,0,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,1,175.98,175.794,175.523
66,"""1959-03-07""",1959,3,7,1.1,-8.3,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,175.98,175.794,175.523
67,"""1959-03-08""",1959,3,8,7.2,-0.6,1,10,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,1,175.98,175.794,175.523
68,"""1959-03-09""",1959,3,9,0,-2.2,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,1,175.98,175.794,175.523
69,"""1959-03-10""",1959,3,10,2.8,-5,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,1,175.98,175.794,175.523
70,"""1959-03-11""",1959,3,11,3.3,-2.8,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,1,175.98,175.794,175.523
71,"""1959-03-12""",1959,3,12,4.4,-5,1.8,18,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,1,175.98,175.794,175.523
72,"""1959-03-13""",1959,3,13,6.1,-5.6,0.3,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,1,175.98,175.794,175.523
73,"""1959-03-14""",1959,3,14,5.6,-1.1,9.1,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,175.98,175.794,175.523
74,"""1959-03-15""",1959,3,15,5,-3.3,8.6,3,0,NA,NA,NA,NA,1,1,0,0,0,0,0,1,0,1,175.98,175.794,175.523
75,"""1959-03-16""",1959,3,16,2.2,-6.1,1.5,20,0,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,175.98,175.794,175.523
76,"""1959-03-17""",1959,3,17,-2.8,-9.4,0,0,25,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,175.98,175.794,175.523
77,"""1959-03-18""",1959,3,18,6.7,-8.3,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,175.98,175.794,175.523
78,"""1959-03-19""",1959,3,19,18.3,4.4,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,175.98,175.794,175.523
79,"""1959-03-20""",1959,3,20,11.1,2.2,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,175.98,175.794,175.523
80,"""1959-03-21""",1959,3,21,2.8,-6.7,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,175.98,175.794,175.523
81,"""1959-03-22""",1959,3,22,4.4,-7.8,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,175.98,175.794,175.523
82,"""1959-03-23""",1959,3,23,18.3,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,175.98,175.794,175.523
83,"""1959-03-24""",1959,3,24,23.3,3.3,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,175.98,175.794,175.523
84,"""1959-03-25""",1959,3,25,6.1,2.2,2,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,175.98,175.794,175.523
85,"""1959-03-26""",1959,3,26,3.3,1.1,30.2,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,1,0,0,175.98,175.794,175.523
86,"""1959-03-27""",1959,3,27,6.1,-1.1,1.3,8,0,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,1,175.98,175.794,175.523
87,"""1959-03-28""",1959,3,28,4.4,-2.2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,175.98,175.794,175.523
88,"""1959-03-29""",1959,3,29,6.1,0,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,175.98,175.794,175.523
89,"""1959-03-30""",1959,3,30,11.7,-1.7,10.4,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,175.98,175.794,175.523
90,"""1959-03-31""",1959,3,31,17.2,5,0.5,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,175.98,175.794,175.523
91,"""1959-04-01""",1959,4,1,5.6,3.3,10.2,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,1,0,0,176.132,175.928,175.751
92,"""1959-04-02""",1959,4,2,15,2.8,4.3,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,176.132,175.928,175.751
93,"""1959-04-03""",1959,4,3,10.6,2.2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,176.132,175.928,175.751
94,"""1959-04-04""",1959,4,4,15.6,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.132,175.928,175.751
95,"""1959-04-05""",1959,4,5,17.8,4.4,0.3,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,176.132,175.928,175.751
96,"""1959-04-06""",1959,4,6,16.1,0.6,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.132,175.928,175.751
97,"""1959-04-07""",1959,4,7,21.1,10.6,0.3,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,176.132,175.928,175.751
98,"""1959-04-08""",1959,4,8,10.6,0.6,2.8,3,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,1,176.132,175.928,175.751
99,"""1959-04-09""",1959,4,9,6.1,1.1,0,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,176.132,175.928,175.751
100,"""1959-04-10""",1959,4,10,3.3,-2.2,1,10,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,176.132,175.928,175.751
101,"""1959-04-11""",1959,4,11,6.7,-3.3,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.132,175.928,175.751
102,"""1959-04-12""",1959,4,12,8.9,-1.1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.132,175.928,175.751
103,"""1959-04-13""",1959,4,13,13.3,-1.1,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.132,175.928,175.751
104,"""1959-04-14""",1959,4,14,18.3,2.8,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.132,175.928,175.751
105,"""1959-04-15""",1959,4,15,21.7,5,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.132,175.928,175.751
106,"""1959-04-16""",1959,4,16,23.3,7.8,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.132,175.928,175.751
107,"""1959-04-17""",1959,4,17,23.9,13.9,2.8,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,176.132,175.928,175.751
108,"""1959-04-18""",1959,4,18,15.6,5,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.132,175.928,175.751
109,"""1959-04-19""",1959,4,19,5,1.7,1.5,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,176.132,175.928,175.751
110,"""1959-04-20""",1959,4,20,5.6,0,0.3,3,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,176.132,175.928,175.751
111,"""1959-04-21""",1959,4,21,8.3,-1.7,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.132,175.928,175.751
112,"""1959-04-22""",1959,4,22,17.2,-1.1,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.132,175.928,175.751
113,"""1959-04-23""",1959,4,23,20,4.4,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.132,175.928,175.751
114,"""1959-04-24""",1959,4,24,13.9,6.7,0.3,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,176.132,175.928,175.751
115,"""1959-04-25""",1959,4,25,22.8,7.2,0.8,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,1,0,0,176.132,175.928,175.751
116,"""1959-04-26""",1959,4,26,8.9,3.9,5.1,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,176.132,175.928,175.751
117,"""1959-04-27""",1959,4,27,8.3,4.4,28.7,0,0,NA,NA,NA,NA,1,1,0,0,0,0,0,1,0,0,176.132,175.928,175.751
118,"""1959-04-28""",1959,4,28,17.2,6.1,3.8,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,176.132,175.928,175.751
119,"""1959-04-29""",1959,4,29,17.8,9.4,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,176.132,175.928,175.751
120,"""1959-04-30""",1959,4,30,16.7,6.1,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,176.132,175.928,175.751
121,"""1959-05-01""",1959,5,1,23.9,5,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.209,176.053,175.834
122,"""1959-05-02""",1959,5,2,31.7,16.1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.209,176.053,175.834
123,"""1959-05-03""",1959,5,3,31.7,19.4,5.3,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,176.209,176.053,175.834
124,"""1959-05-04""",1959,5,4,32.2,17.8,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.209,176.053,175.834
125,"""1959-05-05""",1959,5,5,33.3,21.1,0,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,176.209,176.053,175.834
126,"""1959-05-06""",1959,5,6,29.4,11.7,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,176.209,176.053,175.834
127,"""1959-05-07""",1959,5,7,15,6.7,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.209,176.053,175.834
128,"""1959-05-08""",1959,5,8,18.3,4.4,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.209,176.053,175.834
129,"""1959-05-09""",1959,5,9,20,7.8,0.3,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,176.209,176.053,175.834
130,"""1959-05-10""",1959,5,10,27.8,16.1,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,176.209,176.053,175.834
131,"""1959-05-11""",1959,5,11,23.3,12.2,13.7,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,176.209,176.053,175.834
132,"""1959-05-12""",1959,5,12,23.3,12.8,0,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,176.209,176.053,175.834
133,"""1959-05-13""",1959,5,13,16.1,8.3,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.209,176.053,175.834
134,"""1959-05-14""",1959,5,14,11.7,5.6,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,176.209,176.053,175.834
135,"""1959-05-15""",1959,5,15,12.8,3.9,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,176.209,176.053,175.834
136,"""1959-05-16""",1959,5,16,18.9,4.4,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.209,176.053,175.834
137,"""1959-05-17""",1959,5,17,23.3,10,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.209,176.053,175.834
138,"""1959-05-18""",1959,5,18,24.4,12.8,7.1,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,1,0,0,176.209,176.053,175.834
139,"""1959-05-19""",1959,5,19,30.6,17.2,1.8,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,1,0,0,176.209,176.053,175.834
140,"""1959-05-20""",1959,5,20,26.7,17.8,0.5,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,176.209,176.053,175.834
141,"""1959-05-21""",1959,5,21,30,17.8,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,176.209,176.053,175.834
142,"""1959-05-22""",1959,5,22,20.6,7.8,7.9,0,0,NA,NA,NA,NA,1,1,0,0,0,0,0,1,0,0,176.209,176.053,175.834
143,"""1959-05-23""",1959,5,23,13.3,8.3,8.4,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,176.209,176.053,175.834
144,"""1959-05-24""",1959,5,24,21.7,6.1,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,176.209,176.053,175.834
145,"""1959-05-25""",1959,5,25,25,12.2,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,176.209,176.053,175.834
146,"""1959-05-26""",1959,5,26,28.9,17.8,13.7,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,1,0,0,176.209,176.053,175.834
147,"""1959-05-27""",1959,5,27,28.3,18.9,4.8,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,176.209,176.053,175.834
148,"""1959-05-28""",1959,5,28,28.9,18.3,10.7,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,1,0,0,176.209,176.053,175.834
149,"""1959-05-29""",1959,5,29,26.1,17.2,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,176.209,176.053,175.834
150,"""1959-05-30""",1959,5,30,19.4,13.3,13,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,1,0,0,176.209,176.053,175.834
151,"""1959-05-31""",1959,5,31,28.3,13.3,0.3,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,176.209,176.053,175.834
152,"""1959-06-01""",1959,6,1,21.1,11.7,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,176.285,176.126,176.007
153,"""1959-06-02""",1959,6,2,22.8,8.9,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.285,176.126,176.007
154,"""1959-06-03""",1959,6,3,27.8,13.3,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.285,176.126,176.007
155,"""1959-06-04""",1959,6,4,29.4,16.1,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.285,176.126,176.007
156,"""1959-06-05""",1959,6,5,28.9,16.1,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.285,176.126,176.007
157,"""1959-06-06""",1959,6,6,28.3,16.7,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,176.285,176.126,176.007
158,"""1959-06-07""",1959,6,7,33.3,17.8,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,176.285,176.126,176.007
159,"""1959-06-08""",1959,6,8,32.8,20,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.285,176.126,176.007
160,"""1959-06-09""",1959,6,9,32.2,21.7,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,176.285,176.126,176.007
161,"""1959-06-10""",1959,6,10,28.9,22.2,0.3,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,1,0,0,176.285,176.126,176.007
162,"""1959-06-11""",1959,6,11,28.3,20.6,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,176.285,176.126,176.007
163,"""1959-06-12""",1959,6,12,31.1,19.4,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,176.285,176.126,176.007
164,"""1959-06-13""",1959,6,13,19.4,11.7,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.285,176.126,176.007
165,"""1959-06-14""",1959,6,14,22.2,8.9,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.285,176.126,176.007
166,"""1959-06-15""",1959,6,15,25,13.3,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,176.285,176.126,176.007
167,"""1959-06-16""",1959,6,16,24.4,10,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.285,176.126,176.007
168,"""1959-06-17""",1959,6,17,21.7,8.9,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.285,176.126,176.007
169,"""1959-06-18""",1959,6,18,23.3,12.8,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.285,176.126,176.007
170,"""1959-06-19""",1959,6,19,27.8,10,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.285,176.126,176.007
171,"""1959-06-20""",1959,6,20,25.6,18.9,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,176.285,176.126,176.007
172,"""1959-06-21""",1959,6,21,30.6,15.6,6.6,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,1,0,0,176.285,176.126,176.007
173,"""1959-06-22""",1959,6,22,21.1,15,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,176.285,176.126,176.007
174,"""1959-06-23""",1959,6,23,23.9,11.7,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.285,176.126,176.007
175,"""1959-06-24""",1959,6,24,32.2,15.6,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,176.285,176.126,176.007
176,"""1959-06-25""",1959,6,25,32.8,21.1,24.9,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,1,0,0,176.285,176.126,176.007
177,"""1959-06-26""",1959,6,26,32.2,21.7,0,0,0,NA,NA,NA,NA,1,1,0,0,0,0,0,1,0,0,176.285,176.126,176.007
