,Date,Year,Month,Day,MaxTemp,MinTemp,Rain,Snow,SnowDepth,Wind,PeakTwoMinWind,PeakWindDirection,PeakGust,fog_wt01,thunder_wt03,hail_wt05,haze_wt08,blowing_snow_wt09,funnel_cloud_wt10,damaging_wind_wt11,rain_wt16,freezing_rain_wt17,snow_wt18,HighWaterLevel,MeanWaterLevel,LowWaterLevel
3821,"""1969-06-17""",1969,6,17,26.1,14.4,7.9,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,1,0,0,176.974,176.797,176.593
3822,"""1969-06-18""",1969,6,18,23.9,14.4,1,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,176.974,176.797,176.593
3823,"""1969-06-19""",1969,6,19,27.8,15.6,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,176.974,176.797,176.593
3824,"""1969-06-20""",1969,6,20,16.7,9.4,0.5,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,176.974,176.797,176.593
3825,"""1969-06-21""",1969,6,21,18.3,7.8,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,176.974,176.797,176.593
3826,"""1969-06-22""",1969,6,22,18.9,15,12.7,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,1,0,0,176.974,176.797,176.593
3827,"""1969-06-23""",1969,6,23,19.4,12.8,1.5,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,176.974,176.797,176.593
3828,"""1969-06-24""",1969,6,24,18.9,15,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,176.974,176.797,176.593
3829,"""1969-06-25""",1969,6,25,35.6,15.6,15.2,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,1,0,0,176.974,176.797,176.593
3830,"""1969-06-26""",1969,6,26,35.6,23.9,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,176.974,176.797,176.593
3831,"""1969-06-27""",1969,6,27,29.4,21.1,1,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,176.974,176.797,176.593
3832,"""1969-06-28""",1969,6,28,29.4,20.6,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.974,176.797,176.593
3833,"""1969-06-29""",1969,6,29,31.1,18.9,35.1,0,0,NA,NA,NA,NA,0,1,1,1,0,0,0,1,0,0,176.974,176.797,176.593
3834,"""1969-06-30""",1969,6,30,26.7,18.9,14.7,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,176.974,176.797,176.593
3835,"""1969-07-01""",1969,7,1,22.8,15.6,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.992,176.919,176.769
3836,"""1969-07-02""",1969,7,2,26.7,12.8,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,176.992,176.919,176.769
3837,"""1969-07-03""",1969,7,3,23.9,18.3,0,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,1,0,0,176.992,176.919,176.769
3838,"""1969-07-04""",1969,7,4,32.8,17.8,0.3,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,1,0,0,176.992,176.919,176.769
3839,"""1969-07-05""",1969,7,5,27.8,16.7,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,176.992,176.919,176.769
3840,"""1969-07-06""",1969,7,6,18.3,16.1,11.4,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,176.992,176.919,176.769
3841,"""1969-07-07""",1969,7,7,18.3,15.6,5.3,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,176.992,176.919,176.769
3842,"""1969-07-08""",1969,7,8,21.7,16.7,0.8,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,176.992,176.919,176.769
3843,"""1969-07-09""",1969,7,9,27.2,19.4,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,176.992,176.919,176.769
3844,"""1969-07-10""",1969,7,10,30.6,21.1,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,176.992,176.919,176.769
3845,"""1969-07-11""",1969,7,11,31.1,20.6,0.3,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,176.992,176.919,176.769
3846,"""1969-07-12""",1969,7,12,32.2,20,5.6,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,1,0,0,176.992,176.919,176.769
3847,"""1969-07-13""",1969,7,13,27.8,17.8,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.992,176.919,176.769
3848,"""1969-07-14""",1969,7,14,30.6,16.7,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.992,176.919,176.769
3849,"""1969-07-15""",1969,7,15,29.4,19.4,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,176.992,176.919,176.769
3850,"""1969-07-16""",1969,7,16,33.3,22.2,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.992,176.919,176.769
3851,"""1969-07-17""",1969,7,17,31.1,23.3,17.8,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,1,0,0,176.992,176.919,176.769
3852,"""1969-07-18""",1969,7,18,25,20.6,2.8,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,1,0,0,176.992,176.919,176.769
3853,"""1969-07-19""",1969,7,19,24.4,20.6,18.3,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,176.992,176.919,176.769
3854,"""1969-07-20""",1969,7,20,26.7,20,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,176.992,176.919,176.769
3855,"""1969-07-21""",1969,7,21,23.9,19.4,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,176.992,176.919,176.769
3856,"""1969-07-22""",1969,7,22,28.3,18.9,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,176.992,176.919,176.769
3857,"""1969-07-23""",1969,7,23,28.9,18.9,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,176.992,176.919,176.769
3858,"""1969-07-24""",1969,7,24,27.8,19.4,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,176.992,176.919,176.769
3859,"""1969-07-25""",1969,7,25,28.3,17.2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.992,176.919,176.769
3860,"""1969-07-26""",1969,7,26,29.4,20.6,21.3,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,1,0,0,176.992,176.919,176.769
3861,"""1969-07-27""",1969,7,27,26.7,17.2,1.3,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,176.992,176.919,176.769
3862,"""1969-07-28""",1969,7,28,23.3,17.2,2,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,176.992,176.919,176.769
3863,"""1969-07-29""",1969,7,29,26.7,15.6,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.992,176.919,176.769
3864,"""1969-07-30""",1969,7,30,28.9,16.1,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.992,176.919,176.769
3865,"""1969-07-31""",1969,7,31,27.8,18.9,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,176.992,176.919,176.769
3866,"""1969-08-01""",1969,8,1,26.1,16.1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.071,176.949,176.855
3867,"""1969-08-02""",1969,8,2,26.7,14.4,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.071,176.949,176.855
3868,"""1969-08-03""",1969,8,3,27.8,14.4,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.071,176.949,176.855
3869,"""1969-08-04""",1969,8,4,28.3,13.3,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,177.071,176.949,176.855
3870,"""1969-08-05""",1969,8,5,28.9,16.1,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,177.071,176.949,176.855
3871,"""1969-08-06""",1969,8,6,28.9,19.4,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,177.071,176.949,176.855
3872,"""1969-08-07""",1969,8,7,27.2,20.6,2.3,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,177.071,176.949,176.855
3873,"""1969-08-08""",1969,8,8,29.4,17.2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.071,176.949,176.855
3874,"""1969-08-09""",1969,8,9,23.3,16.7,6.9,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,1,0,0,177.071,176.949,176.855
3875,"""1969-08-10""",1969,8,10,26.1,16.1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.071,176.949,176.855
3876,"""1969-08-11""",1969,8,11,28.9,15,3.8,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,1,0,0,177.071,176.949,176.855
3877,"""1969-08-12""",1969,8,12,30,16.1,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,177.071,176.949,176.855
3878,"""1969-08-13""",1969,8,13,29.4,20,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,177.071,176.949,176.855
3879,"""1969-08-14""",1969,8,14,31.1,23.3,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,177.071,176.949,176.855
3880,"""1969-08-15""",1969,8,15,29.4,21.7,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,177.071,176.949,176.855
3881,"""1969-08-16""",1969,8,16,29.4,21.1,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,177.071,176.949,176.855
3882,"""1969-08-17""",1969,8,17,29.4,20.6,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,177.071,176.949,176.855
3883,"""1969-08-18""",1969,8,18,30.6,21.7,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,177.071,176.949,176.855
3884,"""1969-08-19""",1969,8,19,26.7,20,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,177.071,176.949,176.855
3885,"""1969-08-20""",1969,8,20,25,17.2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.071,176.949,176.855
3886,"""1969-08-21""",1969,8,21,25.6,14.4,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,177.071,176.949,176.855
3887,"""1969-08-22""",1969,8,22,27.8,11.7,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,177.071,176.949,176.855
3888,"""1969-08-23""",1969,8,23,30,11.7,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,177.071,176.949,176.855
3889,"""1969-08-24""",1969,8,24,30.6,13.9,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,177.071,176.949,176.855
3890,"""1969-08-25""",1969,8,25,30,17.2,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,177.071,176.949,176.855
3891,"""1969-08-26""",1969,8,26,30,17.8,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,177.071,176.949,176.855
3892,"""1969-08-27""",1969,8,27,30,16.1,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,177.071,176.949,176.855
3893,"""1969-08-28""",1969,8,28,30,20.6,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,177.071,176.949,176.855
3894,"""1969-08-29""",1969,8,29,31.7,21.7,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,177.071,176.949,176.855
3895,"""1969-08-30""",1969,8,30,32.2,21.7,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,177.071,176.949,176.855
3896,"""1969-08-31""",1969,8,31,31.1,22.2,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,177.071,176.949,176.855
3897,"""1969-09-01""",1969,9,1,24.4,18.9,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.995,176.867,176.721
3898,"""1969-09-02""",1969,9,2,25.6,16.1,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,176.995,176.867,176.721
3899,"""1969-09-03""",1969,9,3,28.3,17.2,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.995,176.867,176.721
3900,"""1969-09-04""",1969,9,4,24.4,22.8,19.8,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,1,0,0,176.995,176.867,176.721
3901,"""1969-09-05""",1969,9,5,27.8,22.2,33.5,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,1,0,0,176.995,176.867,176.721
3902,"""1969-09-06""",1969,9,6,25.6,21.7,0.3,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,176.995,176.867,176.721
3903,"""1969-09-07""",1969,9,7,25.6,16.1,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.995,176.867,176.721
3904,"""1969-09-08""",1969,9,8,20.6,11.7,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.995,176.867,176.721
3905,"""1969-09-09""",1969,9,9,20,8.9,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.995,176.867,176.721
3906,"""1969-09-10""",1969,9,10,21.7,7.8,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.995,176.867,176.721
3907,"""1969-09-11""",1969,9,11,23.3,10.6,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.995,176.867,176.721
3908,"""1969-09-12""",1969,9,12,25.6,13.3,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.995,176.867,176.721
3909,"""1969-09-13""",1969,9,13,26.7,15,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.995,176.867,176.721
3910,"""1969-09-14""",1969,9,14,27.2,20,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,176.995,176.867,176.721
3911,"""1969-09-15""",1969,9,15,26.7,20.6,0.3,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,176.995,176.867,176.721
3912,"""1969-09-16""",1969,9,16,22.8,18.9,3.6,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,176.995,176.867,176.721
3913,"""1969-09-17""",1969,9,17,21.7,13.9,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.995,176.867,176.721
3914,"""1969-09-18""",1969,9,18,18.9,12.8,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.995,176.867,176.721
3915,"""1969-09-19""",1969,9,19,21.7,14.4,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.995,176.867,176.721
3916,"""1969-09-20""",1969,9,20,21.7,8.3,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.995,176.867,176.721
3917,"""1969-09-21""",1969,9,21,23.9,8.9,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,176.995,176.867,176.721
3918,"""1969-09-22""",1969,9,22,27.2,13.9,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,176.995,176.867,176.721
3919,"""1969-09-23""",1969,9,23,21.1,13.3,11.4,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,176.995,176.867,176.721
3920,"""1969-09-24""",1969,9,24,16.7,11.1,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,176.995,176.867,176.721
3921,"""1969-09-25""",1969,9,25,18.9,8.9,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,176.995,176.867,176.721
3922,"""1969-09-26""",1969,9,26,23.3,12.2,3,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,176.995,176.867,176.721
3923,"""1969-09-27""",1969,9,27,22.2,8.9,4.6,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,176.995,176.867,176.721
3924,"""1969-09-28""",1969,9,28,19.4,5.6,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.995,176.867,176.721
3925,"""1969-09-29""",1969,9,29,23.3,8.3,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,176.995,176.867,176.721
3926,"""1969-09-30""",1969,9,30,22.2,10,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.995,176.867,176.721
3927,"""1969-10-01""",1969,10,1,29.4,14.4,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.955,176.769,176.605
3928,"""1969-10-02""",1969,10,2,24.4,15,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.955,176.769,176.605
3929,"""1969-10-03""",1969,10,3,26.1,12.8,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.955,176.769,176.605
3930,"""1969-10-04""",1969,10,4,26.7,16.1,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,176.955,176.769,176.605
3931,"""1969-10-05""",1969,10,5,24.4,14.4,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,176.955,176.769,176.605
3932,"""1969-10-06""",1969,10,6,22.8,13.9,2.8,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,176.955,176.769,176.605
3933,"""1969-10-07""",1969,10,7,21.7,10.6,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.955,176.769,176.605
3934,"""1969-10-08""",1969,10,8,16.7,5.6,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.955,176.769,176.605
3935,"""1969-10-09""",1969,10,9,26.1,4.4,0.8,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,176.955,176.769,176.605
3936,"""1969-10-10""",1969,10,10,18.3,11.7,10.8,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,1,0,0,176.955,176.769,176.605
3937,"""1969-10-11""",1969,10,11,16.7,11.7,10.4,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,1,0,0,176.955,176.769,176.605
3938,"""1969-10-12""",1969,10,12,16.1,12.2,13.2,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,176.955,176.769,176.605
3939,"""1969-10-13""",1969,10,13,21.1,5.6,7.1,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,176.955,176.769,176.605
3940,"""1969-10-14""",1969,10,14,10.6,1.1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,176.955,176.769,176.605
3941,"""1969-10-15""",1969,10,15,12.2,0,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,176.955,176.769,176.605
3942,"""1969-10-16""",1969,10,16,11.1,2.8,1.8,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,176.955,176.769,176.605
3943,"""1969-10-17""",1969,10,17,11.7,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.955,176.769,176.605
3944,"""1969-10-18""",1969,10,18,13.9,2.2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.955,176.769,176.605
3945,"""1969-10-19""",1969,10,19,17.8,7.8,10.2,0,0,NA,NA,NA,NA,1,1,0,0,0,0,0,1,0,0,176.955,176.769,176.605
3946,"""1969-10-20""",1969,10,20,17.8,8.3,6.9,0,0,NA,NA,NA,NA,0,1,0,1,0,0,0,1,0,0,176.955,176.769,176.605
3947,"""1969-10-21""",1969,10,21,16.1,2.8,0.5,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,176.955,176.769,176.605
3948,"""1969-10-22""",1969,10,22,6.1,-0.6,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,176.955,176.769,176.605
3949,"""1969-10-23""",1969,10,23,8.9,-3.9,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.955,176.769,176.605
3950,"""1969-10-24""",1969,10,24,10.6,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.955,176.769,176.605
3951,"""1969-10-25""",1969,10,25,13.9,0.6,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.955,176.769,176.605
3952,"""1969-10-26""",1969,10,26,11.7,3.3,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,176.955,176.769,176.605
3953,"""1969-10-27""",1969,10,27,6.7,-2.2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.955,176.769,176.605
3954,"""1969-10-28""",1969,10,28,7.2,-3.9,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.955,176.769,176.605
3955,"""1969-10-29""",1969,10,29,11.1,-0.6,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.955,176.769,176.605
3956,"""1969-10-30""",1969,10,30,13.9,3.9,0.3,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,176.955,176.769,176.605
3957,"""1969-10-31""",1969,10,31,10,8.3,4.6,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,176.955,176.769,176.605
3958,"""1969-11-01""",1969,11,1,10,6.7,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,176.904,176.733,176.571
3959,"""1969-11-02""",1969,11,2,8.3,6.7,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.904,176.733,176.571
3960,"""1969-11-03""",1969,11,3,6.7,5,8.6,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,1,176.904,176.733,176.571
3961,"""1969-11-04""",1969,11,4,5.6,2.2,0.3,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,176.904,176.733,176.571
3962,"""1969-11-05""",1969,11,5,13.3,-1.1,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,176.904,176.733,176.571
3963,"""1969-11-06""",1969,11,6,15.6,-1.1,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,176.904,176.733,176.571
3964,"""1969-11-07""",1969,11,7,15,3.9,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,176.904,176.733,176.571
3965,"""1969-11-08""",1969,11,8,12.8,0,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,176.904,176.733,176.571
3966,"""1969-11-09""",1969,11,9,8.9,5,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,176.904,176.733,176.571
3967,"""1969-11-10""",1969,11,10,7.8,5,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,176.904,176.733,176.571
3968,"""1969-11-11""",1969,11,11,9.4,6.1,0.3,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,176.904,176.733,176.571
3969,"""1969-11-12""",1969,11,12,10,0.6,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,176.904,176.733,176.571
3970,"""1969-11-13""",1969,11,13,5.6,-3.3,0.5,5,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,176.904,176.733,176.571
3971,"""1969-11-14""",1969,11,14,-2.2,-6.7,0.5,5,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,176.904,176.733,176.571
3972,"""1969-11-15""",1969,11,15,0,-6.7,0.8,15,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,176.904,176.733,176.571
3973,"""1969-11-16""",1969,11,16,10.6,-6.7,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,176.904,176.733,176.571
3974,"""1969-11-17""",1969,11,17,10.6,7.8,7.9,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,176.904,176.733,176.571
3975,"""1969-11-18""",1969,11,18,12.8,-0.6,8.9,18,0,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,1,176.904,176.733,176.571
3976,"""1969-11-19""",1969,11,19,0,-7.2,0.5,8,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,176.904,176.733,176.571
3977,"""1969-11-20""",1969,11,20,-2.2,-9.4,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.904,176.733,176.571
3978,"""1969-11-21""",1969,11,21,1.7,-4.4,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.904,176.733,176.571
3979,"""1969-11-22""",1969,11,22,13.3,-1.1,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.904,176.733,176.571
3980,"""1969-11-23""",1969,11,23,8.9,1.1,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,176.904,176.733,176.571
3981,"""1969-11-24""",1969,11,24,10.6,-1.1,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,176.904,176.733,176.571
3982,"""1969-11-25""",1969,11,25,11.1,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.904,176.733,176.571
3983,"""1969-11-26""",1969,11,26,7.2,-5,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.904,176.733,176.571
3984,"""1969-11-27""",1969,11,27,5.6,-2.8,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,176.904,176.733,176.571
3985,"""1969-11-28""",1969,11,28,0.6,-6.7,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.904,176.733,176.571
3986,"""1969-11-29""",1969,11,29,4.4,-4.4,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.904,176.733,176.571
3987,"""1969-11-30""",1969,11,30,10,-3.3,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.904,176.733,176.571
3988,"""1969-12-01""",1969,12,1,5.6,-5,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.9,176.66,176.367
3989,"""1969-12-02""",1969,12,2,7.8,-3.9,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,176.9,176.66,176.367
3990,"""1969-12-03""",1969,12,3,2.2,-5,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,176.9,176.66,176.367
3991,"""1969-12-04""",1969,12,4,2.2,-8.3,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.9,176.66,176.367
3992,"""1969-12-05""",1969,12,5,2.8,-7.8,0,0,0,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,176.9,176.66,176.367
3993,"""1969-12-06""",1969,12,6,3.9,-0.6,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,176.9,176.66,176.367
3994,"""1969-12-07""",1969,12,7,2.8,0.6,12.7,117,51,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,1,176.9,176.66,176.367
3995,"""1969-12-08""",1969,12,8,0.6,-3.9,0,0,76,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,176.9,176.66,176.367
3996,"""1969-12-09""",1969,12,9,4.4,-5,0.3,5,76,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,176.9,176.66,176.367
