"Year","YearAverageMaxTemp","JulAverageMaxTemp","AugAverageMaxTemp","SepAverageMaxTemp","OctAverageMaxTemp","NovAverageMaxTemp","DecAverageMaxTemp","JanAverageMaxTemp","FebAverageMaxTemp","MarAverageMaxTemp","AprAverageMaxTemp","MayAverageMaxTemp","JunAverageMaxTemp","YearAverageMinTemp","JulAverageMinTemp","AugAverageMinTemp","SepAverageMinTemp","OctAverageMinTemp","NovAverageMinTemp","DecAverageMinTemp","JanAverageMinTemp","FebAverageMinTemp","MarAverageMinTemp","AprAverageMinTemp","MayAverageMinTemp","JunAverageMinTemp","YearRainPrcpTotal","JulRain","AugRain","SepRain","OctRain","NovRain","DecRain","JanRain","FebRain","MarRain","AprRain","MayRain","JunRain","YearSnowTotal","JulSnow","AugSnow","SepSnow","OctSnow","NovSnow","DecSnow","JanSnow","FebSnow","MarSnow","AprSnow","MaySnow","JunSnow","YearAverageSnowDepth","JulSnowDepth","AugSnowDepth","SepSnowDepth","OctSnowDepth","NovSnowDepth","DecSnowDepth","JanSnowDepth","FebSnowDepth","MarSnowDepth","AprSnowDepth","MaySnowDepth","JunSnowDepth","YearAverageWind","JulWind","AugWind","SepWind","OctWind","NovWind","DecWind","JanWind","FebWind","MarWind","AprWind","MayWind","JunWind","PeakTwoMinWind","JulPeakTwoMinWind","AugPeakTwoMinWind","SepPeakTwoMinWind","OctPeakTwoMinWind","NovPeakTwoMinWind","DecPeakTwoMinWind","JanPeakTwoMinWind","FebPeakTwoMinWind","MarPeakTwoMinWind","AprPeakTwoMinWind","MayPeakTwoMinWind","JunPeakTwoMinWind","AveragePeakWindDirection","JulPeakWindDirection","AugPeakWindDirection","SepPeakWindDirection","OctPeakWindDirection","NovPeakWindDirection","DecPeakWindDirection","JanPeakWindDirection","FebPeakWindDirection","MarPeakWindDirection","AprPeakWindDirection","MayPeakWindDirection","JunPeakWindDirection","YearPeakGust","JulPeakGust","AugPeakGust","SepPeakGust","OctPeakGust","NovPeakGust","DecPeakGust","JanPeakGust","FebPeakGust","MarPeakGust","AprPeakGust","MayPeakGust","JunPeakGust","YearFog","JulFog","AugFog","SepFog","OctFog","NovFog","DecFog","JanFog","FebFog","MarFog","AprFog","MayFog","JunFog","YearThunder","JulThunder","AugThunder","SepThunder","OctThunder","NovThunder","DecThunder","JanThunder","FebThunder","MarThunder","AprThunder","MayThunder","JunThunder","YearHail","JulHail","AugHail","SepHail","OctHail","NovHail","DecHail","JanHail","FebHail","MarHail","AprHail","MayHail","JunHail","YearHaze","JulHaze","AugHaze","SepHaze","OctHaze","NovHaze","DecHaze","JanHaze","FebHaze","MarHaze","AprHaze","MayHaze","JunHaze","YearBlowingSnow","JulBlowingSnow","AugBlowingSnow","SepBlowingSnow","OctBlowingSnow","NovBlowingSnow","DecBlowingSnow","JanBlowingSnow","FebBlowingSnow","MarBlowingSnow","AprBlowingSnow","MayBlowingSnow","JunBlowingSnow","YearFunnelCloud","JulFunnelCloud","AugFunnelCloud","SepFunnelCloud","OctFunnelCloud","NovFunnelCloud","DecFunnelCloud","JanFunnelCloud","FebFunnelCloud","MarFunnelCloud","AprFunnelCloud","MayFunnelCloud","JunFunnelCloud","YearDamagingWind","JulDamagingWind","AugDamagingWind","SepDamagingWind","OctDamagingWind","NovDamagingWind","DecDamagingWind","JanDamagingWind","FebDamagingWind","MarDamagingWind","AprDamagingWind","MayDamagingWind","JunDamagingWind","YearRain_wt16","JulRain_wt16","AugRain_wt16","SepRain_wt16","OctRain_wt16","NovRain_wt16","DecRain_wt16","JanRain_wt16","FebRain_wt16","MarRain_wt16","AprRain_wt16","MayRain_wt16","JunRain_wt16","YearFreezingRain_wt16","JulFreezingRain","AugFreezingRain","SepFreezingRain","OctFreezingRain","NovFreezingRain","DecFreezingRain","JanFreezingRain","FebFreezingRain","MarFreezingRain","AprFreezingRain","MayFreezingRain","JunFreezingRain","YearSnow_wt18","JulSnow_wt18","AugSnow_wt18","SepSnow_wt18","OctSnow_wt18","NovSnow_wt18","DecSnow_wt18","JanSnow_wt18","FebSnow_wt18","MarSnow_wt18","AprSnow_wt18","MaySnow_wt18","JunSnow_wt18","YearAverageLowWaterLevel","JulAverageLowWaterLevel","AugAverageLowWaterLevel","SepAverageLowWaterLevel","OctAverageLowWaterLevel","NovAverageLowWaterLevel","DecAverageLowWaterLevel","JanAverageLowWaterLevel","FebAverageLowWaterLevel","MarAverageLowWaterLevel","AprAverageLowWaterLevel","MayAverageLowWaterLevel","JunAverageLowWaterLevel","YearAverageMeanWaterLevel","JulAverageMeanWaterLevel","AugAverageMeanWaterLevel","SepAverageMeanWaterLevel","OctAverageMeanWaterLevel","NovAverageMeanWaterLevel","DecAverageMeanWaterLevel","JanAverageMeanWaterLevel","FebAverageMeanWaterLevel","MarAverageMeanWaterLevel","AprAverageMeanWaterLevel","MayAverageMeanWaterLevel","JunAverageMeanWaterLevel","YearAverageHighWaterLevel","JulAverageHighWaterLevel","AugAverageHighWaterLevel","SepAverageHighWaterLevel","OctAverageHighWaterLevel","NovAverageHighWaterLevel","DecAverageHighWaterLevel","JanAverageHighWaterLevel","FebAverageHighWaterLevel","MarAverageHighWaterLevel","AprAverageHighWaterLevel","MayAverageHighWaterLevel","JunAverageHighWaterLevel"
1959,13.837431694,28.5967741935,30.0870967742,25.0133333333,14.0129032258,4.2233333333,4.5064516129,0.3612903226,-1.2655172414,0.1838709677,16.4266666667,19.1612903226,24.2366666667,4.9598360656,17.2838709677,20.1483870968,14.1533333333,6.035483871,-4.4466666667,-1.8258064516,-6.0935483871,-6.9482758621,-8.6,5.8566666667,9.3548387097,14.15,869.6,131.5,51.5,48.5,102.7,65.3,50.7,78.3,68.7,29.8,76.7,62.6,103.3,1318,0,0,0,8,265,176,89,442,338,0,0,0,22.5409836066,0,0,0,0,10.1333333333,13.9032258065,12.2903225806,106.7931034483,130.2258064516,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4453551913,0.5161290323,0.7096774194,0.2333333333,0.4838709677,0.3333333333,0.6129032258,0.4838709677,0.3448275862,0.4838709677,0.3666666667,0.5161290323,0.2333333333,0.1178082192,0.2258064516,0.1290322581,0.1666666667,0.0967741935,0.0333333333,0,0,0.0689655172,0.0322580645,0.1,0.064516129,0.1666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5683060109,0.5806451613,0.6451612903,0.5,0.6129032258,0.5,0.7741935484,0.4516129032,0.4137931034,0.6129032258,0.6,0.5806451613,0.5333333333,0.0245901639,0,0,0,0,0.0333333333,0.0322580645,0.0322580645,0.1034482759,0.0967741935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4153005464,0.4193548387,0.4516129032,0.4,0.6129032258,0.3,0.3548387097,0.3548387097,0.1724137931,0.1935483871,0.5,0.5806451613,0.6333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2240437158,0,0,0,0.0967741935,0.3333333333,0.3548387097,0.4193548387,0.7931034483,0.5483870968,0.1,0.064516129,0,175.9910983607,175.949,175.98,175.767,175.91,175.837,175.904,175.959,176.02,175.989,175.949,176.251,176.379,176.2052896175,176.123,176.117,176.105,176.096,176.123,176.108,176.148,176.181,176.148,176.224,176.477,176.62,176.4063797814,176.266,176.239,176.321,176.315,176.334,176.346,176.33,176.324,176.3,176.641,176.623,176.849
1960,14.7775342466,27.7387096774,28.3161290323,24.93,17.5258064516,9.85,0.0322580645,-1.5870967742,4.4464285714,7.9709677419,11.52,19.3387096774,26.6966666667,4.2128767123,16.8322580645,17.9580645161,15.44,6.8548387097,0.9433333333,-9.5193548387,-11.4677419355,-5.1785714286,-1.3935483871,1.0533333333,5.9322580645,12.6166666667,650.2,108.6,87.9,35.4,33.9,20.7,11.7,6.9,22.5,101.8,62.7,51.5,106.6,586,0,0,0,0,3,107,76,165,61,174,0,0,3.6876712329,0,0,0,0,0,14.7741935484,7.3225806452,17.25,1.6451612903,4.2333333333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3561643836,0.2258064516,0.4838709677,0.5,0.3548387097,0.3666666667,0.1612903226,0.2580645161,0.6071428571,0.4516129032,0.5333333333,0.1290322581,0.2333333333,0.0819672131,0.1612903226,0.1612903226,0.1,0.0967741935,0.0333333333,0,0,0,0.064516129,0.0333333333,0.1290322581,0.2,0.0054794521,0.0322580645,0,0.0333333333,0,0,0,0,0,0,0,0,0,0.5780821918,0.6451612903,0.8387096774,0.7333333333,0.5483870968,0.5,0.3225806452,0.4838709677,0.7857142857,0.5806451613,0.5666666667,0.4838709677,0.4666666667,0.0082191781,0,0,0,0,0,0,0,0.0714285714,0.0322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002739726,0,0,0,0,0,0,0,0,0.0322580645,0,0,0,0.3589041096,0.5161290323,0.3870967742,0.4333333333,0.2903225806,0.4333333333,0.1290322581,0.064516129,0.2142857143,0.5161290323,0.5666666667,0.3870967742,0.3666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1342465753,0,0,0,0.0322580645,0.1333333333,0.4838709677,0.2903225806,0.3214285714,0.0967741935,0.2666666667,0,0,176.3086136986,176.608,176.62,176.614,176.373,176.193,176.245,176.175,176.114,176.059,176.169,176.242,176.273,176.5131863014,176.724,176.76,176.724,176.644,176.553,176.492,176.382,176.306,176.334,176.358,176.419,176.443,176.7250246575,176.885,177.025,176.971,176.894,176.702,176.772,176.587,176.504,176.532,176.617,176.547,176.644
1961,14.322739726,27.3225806452,27.7451612903,24.8,17.6580645161,8.7366666667,0.3806451613,-4.3709677419,-0.5892857143,4.2129032258,14.88,23.6903225806,26.5333333333,4.1964383562,16.0774193548,15.5193548387,12.4966666667,6.2806451613,0.0233333333,-7.8516129032,-12.5580645161,-7.8178571429,-2.6225806452,3.7633333333,12.9677419355,13.33,876.5,93.7,34.1,290.7,84.9,44.9,34.6,60.8,30.1,33.8,29,85.8,54.1,1213,0,0,0,0,51,272,472,256,144,18,0,0,29.5698630137,0,0,0,0,1.7,40.0967741935,164.7741935484,123.3928571429,30.1935483871,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4246575342,0.4193548387,0.4516129032,0.6,0.5483870968,0.4333333333,0.5483870968,0.3225806452,0.5,0.4516129032,0.3,0.2903225806,0.2333333333,0.098630137,0.1612903226,0.1290322581,0.4,0.064516129,0,0,0,0,0,0.0666666667,0.2903225806,0.1666666667,0.0054794521,0.0322580645,0,0,0,0,0,0,0,0,0.0333333333,0,0,0.6547945205,0.5161290323,0.7096774194,0.7333333333,0.6129032258,0.5333333333,0.7741935484,0.5161290323,0.8214285714,0.8064516129,0.5333333333,0.6129032258,0.7,0.0082191781,0,0,0,0,0,0.0322580645,0.064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1342465753,0,0,0,0,0.1,0.1935483871,0.2903225806,0.1428571429,0.1935483871,0.3333333333,0.3225806452,0.0333333333,0.3890410959,0.4838709677,0.3548387097,0.5333333333,0.4516129032,0.3666666667,0.2903225806,0.2903225806,0.3214285714,0.3548387097,0.3333333333,0.4516129032,0.4333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2191780822,0,0,0,0.0322580645,0.1666666667,0.5806451613,0.5161290323,0.7142857143,0.5161290323,0.1333333333,0,0,176.1115780822,176.276,176.248,176.178,176.123,176.102,175.959,175.968,176.05,176.065,176.09,176.017,176.263,176.3186684932,176.465,176.459,176.428,176.382,176.321,176.254,176.187,176.172,176.187,176.257,176.334,176.367,176.4968219178,176.568,176.632,176.635,176.544,176.535,176.529,176.401,176.309,176.355,176.468,176.489,176.483
1962,14.4084931507,26.0903225806,28.864516129,23.3033333333,19.1903225806,9.9566666667,-0.0129032258,-7.035483871,-2.5392857143,9.6322580645,16.87,19.7290322581,27.87,2.521369863,15.2,15.2935483871,8.5966666667,7.2612903226,-0.9766666667,-9.8387096774,-15.7,-14.2285714286,-1.0064516129,4.0766666667,7.2774193548,13.1566666667,579.3,133.9,41.3,38.2,22.7,18.2,5.9,21.4,9.2,57.4,124,48.7,58.4,901,0,0,0,0,8,60,426,215,192,0,0,0,10.5561643836,0,0,0,0,0,3.2580645161,67.935483871,52.4642857143,5.7096774194,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2575342466,0.3548387097,0.1612903226,0.2333333333,0.3870967742,0.4,0.2258064516,0.2258064516,0.25,0.4516129032,0.1333333333,0.2258064516,0.0333333333,0.0821917808,0.1612903226,0.0967741935,0.0666666667,0.1290322581,0,0,0,0,0.0967741935,0.1,0.0967741935,0.1666666667,0.0082191781,0,0,0,0,0,0,0,0,0,0.0333333333,0,0.0666666667,0.6136986301,0.6129032258,0.7741935484,0.5666666667,0.5161290323,0.8,0.5161290323,0.6129032258,0.6071428571,0.7419354839,0.5,0.5161290323,0.6,0.0136986301,0,0,0,0,0,0,0.1612903226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328767123,0,0,0.0666666667,0.1935483871,0.0666666667,0.064516129,0,0,0,0,0,0,0.3671232877,0.5161290323,0.4516129032,0.3666666667,0.4516129032,0.4,0.064516129,0.1935483871,0.2142857143,0.5483870968,0.5333333333,0.4193548387,0.2333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1945205479,0,0,0,0.0322580645,0.1666666667,0.4838709677,0.6774193548,0.5714285714,0.3870967742,0.0333333333,0,0,175.848490411,176.254,176.184,176.071,175.995,175.879,175.69,175.611,175.761,175.7,175.709,175.687,175.629,176.0626246575,176.361,176.315,176.282,176.175,176.059,175.962,175.885,175.858,175.843,175.94,176.013,176.041,176.2536575342,176.51,176.459,176.468,176.343,176.266,176.239,176.038,175.953,175.998,176.236,176.334,176.175
1963,15.600273224,28.2935483871,26.5032258065,25.2533333333,23.7612903226,11.1133333333,-4.9451612903,2.5096774194,2.3931034483,6.0709677419,14.51,23.8709677419,27.5333333333,3.4904371585,16.2,14.0774193548,11.1666666667,7.8129032258,-0.14,-15.8967741935,-7.2774193548,-8.3689655172,-4.1677419355,4.4266666667,10.2,13.5733333333,705.4,104,69.3,73.1,7.2,50.9,18.7,18.4,13.3,87.8,132.6,57.4,72.7,924,0,0,0,0,0,227,42,151,504,0,0,0,5.5409836066,0,0,0,0,0,38.4838709677,2.4193548387,6.9655172414,15.5483870968,2.5333333333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2759562842,0.1935483871,0.3548387097,0.2666666667,0.2580645161,0.4333333333,0.064516129,0.2903225806,0.2068965517,0.3225806452,0.4,0.1935483871,0.3333333333,0.0849315068,0.1612903226,0.1290322581,0.1333333333,0.064516129,0.0666666667,0,0.0322580645,0,0,0.2333333333,0.1612903226,0.2,0.0081967213,0,0,0,0.0322580645,0.0333333333,0,0.0322580645,0,0,0,0,0,0.5573770492,0.3870967742,0.6451612903,0.6666666667,0.6774193548,0.6666666667,0.4838709677,0.5483870968,0.4827586207,0.6129032258,0.4666666667,0.4193548387,0.6333333333,0.0081967213,0,0,0,0,0,0.0322580645,0.0322580645,0,0.0322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3715846995,0.3548387097,0.5161290323,0.3333333333,0.3548387097,0.3666666667,0.1612903226,0.2580645161,0.0344827586,0.4516129032,0.7,0.4193548387,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1639344262,0,0,0,0,0.1,0.4193548387,0.3225806452,0.5172413793,0.5483870968,0.0666666667,0,0,175.5583415301,175.913,175.904,175.825,175.727,175.422,175.547,175.221,175.425,175.346,175.383,175.45,175.526,175.7820218579,176.05,176.047,175.974,175.898,175.821,175.721,175.626,175.608,175.581,175.584,175.715,175.748,175.9668934426,176.163,176.178,176.248,176.084,176.078,175.892,175.803,175.754,175.794,175.757,175.873,175.971
1964,14.2394520548,28.4580645161,27.1419354839,24.1033333333,16.8225806452,11.2333333333,0.3903225806,-0.9129032258,0.8214285714,0.9225806452,12.9866666667,23.2548387097,24.8766666667,2.3895890411,16.0709677419,12.4677419355,10.6233333333,0.9032258065,-0.7566666667,-8.5419354839,-10.8064516129,-9.4107142857,-6.9290322581,3.15,9.635483871,11.6133333333,822.3,107.6,49.7,100.5,4.1,73.6,38.4,104.5,30.1,77.9,88.6,60,87.3,1562,0,0,0,0,59,283,298,292,630,0,0,0,16.4109589041,0,0,0,0,0.8333333333,42.5483870968,26.1935483871,59.8571428571,69.6129032258,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2931506849,0.2580645161,0.1612903226,0.4,0.1935483871,0.3,0.4838709677,0.3225806452,0.3571428571,0.3870967742,0.4333333333,0.064516129,0.1666666667,0.106557377,0.2580645161,0.1290322581,0.1333333333,0.0322580645,0.1,0,0,0,0.0322580645,0.2333333333,0.1935483871,0.1333333333,0.0054794521,0,0,0,0,0,0,0,0,0,0.0666666667,0,0,0.5287671233,0.6129032258,0.5483870968,0.5333333333,0.4516129032,0.4333333333,0.5483870968,0.6129032258,0.4285714286,0.5483870968,0.7,0.4838709677,0.4333333333,0.0301369863,0,0,0,0,0.0333333333,0.0322580645,0.064516129,0.1428571429,0.0967741935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4082191781,0.4838709677,0.3870967742,0.4666666667,0.2903225806,0.3666666667,0.4193548387,0.2903225806,0.3214285714,0.3225806452,0.7,0.5161290323,0.3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1835616438,0,0,0,0.0322580645,0.1,0.4516129032,0.4193548387,0.3928571429,0.7419354839,0.0666666667,0,0,175.4782356164,175.62,175.553,175.565,175.562,175.264,175.37,175.337,175.239,175.258,175.508,175.614,175.834,175.7324438356,175.767,175.77,175.761,175.709,175.648,175.596,175.593,175.623,175.657,175.754,175.916,175.992,175.9303452055,175.949,175.934,175.974,175.953,175.858,175.797,175.867,175.879,175.779,175.956,176.105,176.114
1965,14.6506849315,27.7612903226,25.6161290323,22.6133333333,17.6967741935,9.9166666667,5.8838709677,-3.664516129,1.75,9.6387096774,12.9733333333,18.1193548387,26.6933333333,3.5167123288,13.7612903226,14.3967741935,12.6466666667,5.864516129,-0.7066666667,-2.2774193548,-13.7806451613,-8.3107142857,-1.2935483871,1.6833333333,5.5935483871,13.9133333333,1040.3,93.1,162.4,127.8,39.9,37.3,84.4,27.7,44.7,67.3,159.5,121.1,75.1,736,0,0,0,0,5,168,394,110,18,0,41,0,9.3917808219,0,0,0,0,0,10.6451612903,72.8709677419,29.0714285714,0,0,0.8064516129,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2904109589,0.3225806452,0.4193548387,0.3666666667,0.1935483871,0.3333333333,0.3225806452,0.064516129,0.2857142857,0.2903225806,0.4,0.3548387097,0.1333333333,0.1095890411,0.1612903226,0.2903225806,0.2333333333,0,0.0333333333,0,0,0,0.064516129,0.1666666667,0.0967741935,0.1333333333,0.0082191781,0,0.0322580645,0,0,0.0333333333,0,0,0,0.0322580645,0,0,0,0.5945205479,0.6129032258,0.6129032258,0.6333333333,0.2903225806,0.6333333333,0.6129032258,0.5483870968,0.75,0.7741935484,0.4666666667,0.5161290323,0.7,0.0054794521,0,0,0,0,0,0.0322580645,0.0322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402739726,0.3870967742,0.5161290323,0.6333333333,0.4193548387,0.4,0.3225806452,0.064516129,0.25,0.4193548387,0.5,0.4516129032,0.4666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1753424658,0,0,0,0.0322580645,0.1666666667,0.4193548387,0.4838709677,0.3571428571,0.3548387097,0.2,0.0967741935,0,175.9013205479,175.885,175.895,175.812,175.928,175.636,175.864,175.849,175.901,175.907,175.919,176.096,176.12,176.1194082192,176.023,176.041,176.05,176.111,176.068,176.093,176.114,176.084,176.12,176.184,176.26,176.285,176.3182821918,176.108,176.218,176.282,176.337,176.346,176.459,176.312,176.251,176.27,176.352,176.431,176.452
1966,14.9260273973,30.5322580645,27.6064516129,24.3266666667,18.064516129,10.8766666667,0.9741935484,2.0096774194,-1.7107142857,6.8483870968,14.4033333333,17.7,26.3966666667,3.7024657534,16.664516129,14.1032258065,9.5333333333,3.4806451613,0.7033333333,-6.4741935484,-6.7709677419,-11.8428571429,-1.8967741935,3.85,6.4258064516,15.63,823.5,55.7,25.4,14,54.9,120.5,48,56.7,46.3,58.7,100.8,40.8,201.7,1722,0,0,0,0,13,214,639,546,224,86,0,0,40.4904109589,0,0,0,0,0,13.935483871,91.7741935484,370.0714285714,34.3225806452,2.5333333333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2767123288,0.0967741935,0.1935483871,0.3333333333,0.1935483871,0.2666666667,0.2903225806,0.1935483871,0.1428571429,0.5483870968,0.4666666667,0.1290322581,0.4666666667,0.0821917808,0.2258064516,0.064516129,0,0.0322580645,0.1333333333,0.064516129,0.0322580645,0,0.0322580645,0.2,0.0967741935,0.2666666667,0.0082191781,0,0,0,0,0,0,0,0,0,0.0333333333,0.0322580645,0.0333333333,0.6246575342,0.6129032258,0.7096774194,0.5666666667,0.4516129032,0.7666666667,0.6129032258,0.5483870968,0.5714285714,0.7741935484,0.6666666667,0.4193548387,0.8,0.0328767123,0,0,0,0,0,0.0322580645,0.0967741935,0.2142857143,0.064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3780821918,0.3870967742,0.3225806452,0.4,0.2580645161,0.4666666667,0.3225806452,0.1935483871,0.1785714286,0.3548387097,0.6,0.4838709677,0.5666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1863013699,0,0,0,0.0322580645,0.1666666667,0.4516129032,0.5483870968,0.6785714286,0.3225806452,0.0333333333,0.0322580645,0,175.9474767123,176.12,176.059,175.959,175.861,175.7,175.761,175.739,175.892,175.928,176.047,176.135,176.166,176.1675205479,176.291,176.242,176.184,176.078,175.998,176.065,176.05,176.074,176.047,176.218,176.34,176.419,176.3671726027,176.419,176.407,176.349,176.33,176.364,176.212,176.352,176.248,176.26,176.388,176.474,176.599
1967,14.7983606557,26,25.0387096774,22.9766666667,16.6161290323,6.7033333333,2.8967741935,-0.6967741935,0.6517241379,12.3516129032,17.3366666667,19.935483871,27.3466666667,3.9797814208,14.4709677419,12.8838709677,9.9666666667,6.5580645161,-0.8866666667,-4.8225806452,-8.4387096774,-10.0344827586,-0.4483870968,5.2033333333,7.7612903226,15.0733333333,722,47.5,66.1,62.4,98.8,55.6,61.3,45.2,22.2,22.8,58.8,75.9,105.4,707,0,0,0,168,62,73,265,97,39,3,0,0,5.4699453552,0,0,0,2.4516129032,0,4.0322580645,50.7741935484,7.8275862069,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3551912568,0.3225806452,0.4193548387,0.6666666667,0.2580645161,0.3666666667,0.5161290323,0.3870967742,0.1379310345,0.2258064516,0.3,0.3225806452,0.3333333333,0.095890411,0.1935483871,0.1612903226,0.0666666667,0.0322580645,0,0.064516129,0,0.0344827586,0.0322580645,0,0.1612903226,0.1666666667,0.0054644809,0,0.0322580645,0,0,0,0.0322580645,0,0,0,0,0,0,0.5819672131,0.5806451613,0.6129032258,0.7,0.5806451613,0.4666666667,0.6129032258,0.8387096774,0.3103448276,0.5161290323,0.5666666667,0.6129032258,0.5666666667,0.0054644809,0,0,0,0,0,0.0322580645,0.0322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4316939891,0.4838709677,0.4516129032,0.4,0.4516129032,0.3,0.5161290323,0.3225806452,0.1379310345,0.2903225806,0.5,0.7419354839,0.5666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2076502732,0,0,0.0666666667,0.0967741935,0.3,0.4516129032,0.6451612903,0.5172413793,0.2903225806,0.1333333333,0,0,176.1923005464,176.385,176.361,176.279,176.032,176.175,176.023,176.123,176.175,176.145,176.084,176.218,176.309,176.3694726776,176.504,176.483,176.41,176.327,176.358,176.309,176.279,176.337,176.257,176.33,176.385,176.455,176.5354398907,176.599,176.617,176.58,176.596,176.556,176.489,176.474,176.459,176.391,176.486,176.574,176.602
