Year,YearAverageMaxTemp,JulAverageMaxTemp,AugAverageMaxTemp,SepAverageMaxTemp,OctAverageMaxTemp,NovAverageMaxTemp,DecAverageMaxTemp,JanAverageMaxTemp,FebAverageMaxTemp,MarAverageMaxTemp,AprAverageMaxTemp,MayAverageMaxTemp,JunAverageMaxTemp,YearAverageMinTemp,JulAverageMinTemp,AugAverageMinTemp,SepAverageMinTemp,OctAverageMinTemp,NovAverageMinTemp,DecAverageMinTemp,JanAverageMinTemp,FebAverageMinTemp,MarAverageMinTemp,AprAverageMinTemp,MayAverageMinTemp,JunAverageMinTemp,YearRainPrcpTotal,JulRain,AugRain,SepRain,OctRain,NovRain,DecRain,JanRain,FebRain,MarRain,AprRain,MayRain,JunRain,YearSnowTotal,JulSnow,AugSnow,SepSnow,OctSnow,NovSnow,DecSnow,JanSnow,FebSnow,MarSnow,AprSnow,MaySnow,JunSnow,YearAverageSnowDepth,JulSnowDepth,AugSnowDepth,SepSnowDepth,OctSnowDepth,NovSnowDepth,DecSnowDepth,JanSnowDepth,FebSnowDepth,MarSnowDepth,AprSnowDepth,MaySnowDepth,JunSnowDepth,YearAverageWind,JulWind,AugWind,SepWind,OctWind,NovWind,DecWind,JanWind,FebWind,MarWind,AprWind,MayWind,JunWind,PeakTwoMinWind,JulPeakTwoMinWind,AugPeakTwoMinWind,SepPeakTwoMinWind,OctPeakTwoMinWind,NovPeakTwoMinWind,DecPeakTwoMinWind,JanPeakTwoMinWind,FebPeakTwoMinWind,MarPeakTwoMinWind,AprPeakTwoMinWind,MayPeakTwoMinWind,JunPeakTwoMinWind,AveragePeakWindDirection,JulPeakWindDirection,AugPeakWindDirection,SepPeakWindDirection,OctPeakWindDirection,NovPeakWindDirection,DecPeakWindDirection,JanPeakWindDirection,FebPeakWindDirection,MarPeakWindDirection,AprPeakWindDirection,MayPeakWindDirection,JunPeakWindDirection,YearPeakGust,JulPeakGust,AugPeakGust,SepPeakGust,OctPeakGust,NovPeakGust,DecPeakGust,JanPeakGust,FebPeakGust,MarPeakGust,AprPeakGust,MayPeakGust,JunPeakGust,YearFog,JulFog,AugFog,SepFog,OctFog,NovFog,DecFog,JanFog,FebFog,MarFog,AprFog,MayFog,JunFog,YearThunder,JulThunder,AugThunder,SepThunder,OctThunder,NovThunder,DecThunder,JanThunder,FebThunder,MarThunder,AprThunder,MayThunder,JunThunder,YearHail,JulHail,AugHail,SepHail,OctHail,NovHail,DecHail,JanHail,FebHail,MarHail,AprHail,MayHail,JunHail,YearHaze,JulHaze,AugHaze,SepHaze,OctHaze,NovHaze,DecHaze,JanHaze,FebHaze,MarHaze,AprHaze,MayHaze,JunHaze,YearBlowingSnow,JulBlowingSnow,AugBlowingSnow,SepBlowingSnow,OctBlowingSnow,NovBlowingSnow,DecBlowingSnow,JanBlowingSnow,FebBlowingSnow,MarBlowingSnow,AprBlowingSnow,MayBlowingSnow,JunBlowingSnow,YearFunnelCloud,JulFunnelCloud,AugFunnelCloud,SepFunnelCloud,OctFunnelCloud,NovFunnelCloud,DecFunnelCloud,JanFunnelCloud,FebFunnelCloud,MarFunnelCloud,AprFunnelCloud,MayFunnelCloud,JunFunnelCloud,YearDamagingWind,JulDamagingWind,AugDamagingWind,SepDamagingWind,OctDamagingWind,NovDamagingWind,DecDamagingWind,JanDamagingWind,FebDamagingWind,MarDamagingWind,AprDamagingWind,MayDamagingWind,JunDamagingWind,YearRain_wt16,JulRain_wt16,AugRain_wt16,SepRain_wt16,OctRain_wt16,NovRain_wt16,DecRain_wt16,JanRain_wt16,FebRain_wt16,MarRain_wt16,AprRain_wt16,MayRain_wt16,JunRain_wt16,YearFreezingRain_wt16,JulFreezingRain,AugFreezingRain,SepFreezingRain,OctFreezingRain,NovFreezingRain,DecFreezingRain,JanFreezingRain,FebFreezingRain,MarFreezingRain,AprFreezingRain,MayFreezingRain,JunFreezingRain,YearSnow_wt18,JulSnow_wt18,AugSnow_wt18,SepSnow_wt18,OctSnow_wt18,NovSnow_wt18,DecSnow_wt18,JanSnow_wt18,FebSnow_wt18,MarSnow_wt18,AprSnow_wt18,MaySnow_wt18,JunSnow_wt18,YearAverageLowWaterLevel,JulAverageLowWaterLevel,AugAverageLowWaterLevel,SepAverageLowWaterLevel,OctAverageLowWaterLevel,NovAverageLowWaterLevel,DecAverageLowWaterLevel,JanAverageLowWaterLevel,FebAverageLowWaterLevel,MarAverageLowWaterLevel,AprAverageLowWaterLevel,MayAverageLowWaterLevel,JunAverageLowWaterLevel,YearAverageMeanWaterLevel,JulAverageMeanWaterLevel,AugAverageMeanWaterLevel,SepAverageMeanWaterLevel,OctAverageMeanWaterLevel,NovAverageMeanWaterLevel,DecAverageMeanWaterLevel,JanAverageMeanWaterLevel,FebAverageMeanWaterLevel,MarAverageMeanWaterLevel,AprAverageMeanWaterLevel,MayAverageMeanWaterLevel,JunAverageMeanWaterLevel,YearAverageHighWaterLevel,JulAverageHighWaterLevel,AugAverageHighWaterLevel,SepAverageHighWaterLevel,OctAverageHighWaterLevel,NovAverageHighWaterLevel,DecAverageHighWaterLevel,JanAverageHighWaterLevel,FebAverageHighWaterLevel,MarAverageHighWaterLevel,AprAverageHighWaterLevel,MayAverageHighWaterLevel,JunAverageHighWaterLevel
1979,14.73907104,29.08064516,26.83870968,25.26,17.03870968,9.19,5.448387097,-0.570967742,-1.689655172,5.138709677,13.53666667,22.1483871,24.83666667,4.007103825,15.2483871,16.46774194,12.55666667,6.603225807,0.37,-3.632258065,-9.009677419,-9.986206897,-4.422580645,2.533333333,8.638709677,12.19,786.3,55.6,192.3,0.5,37.9,71.1,65.4,26.5,31.4,50.1,86.7,81.9,86.9,1058,0,0,0,0,101,23,158,374,295,107,0,0,7.549180328,0,0,0,0,0,2.451612903,12.12903226,64,13.87096774,0.833333333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.366120219,0.129032258,0.451612903,0.266666667,0.322580645,0.366666667,0.322580645,0.483870968,0.379310345,0.483870968,0.466666667,0.419354839,0.3,0.112328767,0.129032258,0.35483871,0,0.129032258,0.033333333,0.064516129,0,0.034482759,0.032258065,0.066666667,0.225806452,0.266666667,0.00273224,0,0.032258065,0,0,0,0,0,0,0,0,0,0,0.333333333,0.516129032,0.580645161,0.466666667,0.258064516,0.4,0.129032258,0.161290323,0.206896552,0.290322581,0.166666667,0.387096774,0.433333333,0.005464481,0,0,0,0,0,0.032258065,0,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418032787,0.387096774,0.64516129,0.166666667,0.580645161,0.5,0.322580645,0.419354839,0.172413793,0.290322581,0.6,0.483870968,0.433333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196721312,0,0,0,0,0.333333333,0.193548387,0.548387097,0.586206897,0.483870968,0.233333333,0,0,176.6539918,176.867,176.806,176.855,176.641,176.532,176.632,176.446,176.596,176.492,176.55,176.693,176.736,176.8459344,176.981,177.005,176.961,176.863,176.814,176.816,176.779,176.736,176.69,176.768,176.834,176.899,177.0096995,177.065,177.175,177.083,177.013,176.961,177.022,177.004,176.846,176.873,176.961,176.974,177.132
1980,15.4309589,30.48387097,29.32580645,24.24333333,14.90967742,9.186666667,1.609677419,-0.551612903,2.560714286,9.112903226,17.34,19.24193548,26.98,4.56109589,18.07419355,19.23870968,13.48666667,3.341935484,-0.443333333,-6.064516129,-9.929032258,-7.021428571,-2.9,4.666666667,6.641935484,14.98666667,1115.8,90.5,216.9,143.5,53.2,28.1,87.1,2.6,59.7,16,156.2,148.7,113.3,888,0,0,0,0,129,246,51,403,59,0,0,0,5.616438356,0,0,0,0,0.833333333,12.25806452,12.09677419,44.46428571,0.806451613,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.273972603,0.161290323,0.322580645,0.2,0.225806452,0.3,0.419354839,0.161290323,0.392857143,0.290322581,0.3,0.225806452,0.3,0.133879781,0.193548387,0.387096774,0.3,0.032258065,0,0.064516129,0,0,0.064516129,0.266666667,0.096774194,0.3,0.010958904,0.064516129,0,0.066666667,0,0,0,0,0,0,0,0,0,0.282191781,0.516129032,0.580645161,0.333333333,0.161290323,0.266666667,0.290322581,0.193548387,0.214285714,0.225806452,0.266666667,0.032258065,0.3,0.01369863,0,0,0,0,0,0.064516129,0,0.107142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391780822,0.516129032,0.64516129,0.5,0.419354839,0.333333333,0.290322581,0.032258065,0.178571429,0.129032258,0.566666667,0.483870968,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156164384,0,0,0,0.064516129,0.166666667,0.516129032,0.483870968,0.392857143,0.258064516,0,0,0,176.5628027,176.748,176.806,176.684,176.547,176.483,176.462,176.44,176.401,176.468,176.422,176.614,176.663,176.7439726,176.927,176.926,176.903,176.834,176.719,176.668,176.595,176.543,176.613,176.655,176.743,176.785,176.9171123,177.092,177.047,177.111,176.974,176.928,177.001,176.754,176.675,176.812,176.849,176.836,176.907
1981,13.69917808,27.93548387,27.04193548,21.89333333,15.60645161,10.23,0.241935484,-5.612903226,-1.214285714,6.258064516,12.94,24.85806452,23.20333333,2.717260274,17.02580645,16.49032258,11.11333333,3.332258065,-0.446666667,-8.170967742,-16.44193548,-10.45,-2.867741936,0.886666667,11.02903226,10.18333333,853,114.3,167.8,82.6,45.9,62.6,26.7,73.9,10.4,105.5,70.8,52.7,39.8,1512,0,0,0,0,92,126,538,122,364,270,0,0,15.98630137,0,0,0,0,1.666666667,6.483870968,59.80645161,76.10714286,41.77419355,10.13333333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.402739726,0.451612903,0.580645161,0.333333333,0.290322581,0.433333333,0.387096774,0.419354839,0.464285714,0.387096774,0.366666667,0.483870968,0.233333333,0.115068493,0.096774194,0.322580645,0.066666667,0.064516129,0.1,0,0,0,0.096774194,0.133333333,0.161290323,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350684932,0.580645161,0.612903226,0.3,0.290322581,0.4,0.35483871,0.387096774,0.392857143,0.225806452,0.133333333,0.322580645,0.2,0.049315069,0,0,0,0,0,0.032258065,0.419354839,0.035714286,0.032258065,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397260274,0.387096774,0.612903226,0.366666667,0.419354839,0.366666667,0.225806452,0.193548387,0.25,0.387096774,0.333333333,0.677419355,0.533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197260274,0,0,0,0.032258065,0.066666667,0.548387097,0.741935484,0.321428571,0.387096774,0.266666667,0,0,176.4329562,176.754,176.672,176.629,176.529,176.398,176.309,176.135,176.315,176.233,176.19,176.477,176.544,176.6397534,176.828,176.801,176.819,176.733,176.671,176.587,176.519,176.456,176.438,176.561,176.596,176.655,176.8126411,176.928,176.925,177.01,176.955,176.891,176.766,176.824,176.62,176.632,176.721,176.684,176.782
1982,14.88684932,29.09354839,26.20967742,22.31,18.4,8.423333333,6.219354839,0.196774194,3.032142857,7.577419355,11.2,17.65483871,27.49666667,4.631506849,17.63548387,14.62258065,11.10333333,5.170967742,-0.56,-1.84516129,-6.577419355,-4.757142857,-1.558064516,1.41,5.870967742,14.40666667,1298.7,211.5,99.7,29.3,47.8,176.5,115.3,16.9,52.4,90.5,195.5,159,104.3,676,0,0,0,0,10,53,127,227,229,30,0,0,2.98630137,0,0,0,0,0,1.612903226,1.612903226,17.21428571,16.38709677,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.408219178,0.322580645,0.387096774,0.566666667,0.35483871,0.533333333,0.516129032,0.419354839,0.5,0.35483871,0.3,0.322580645,0.333333333,0.101369863,0.322580645,0.161290323,0.1,0.032258065,0.033333333,0.129032258,0,0,0.032258065,0.1,0.193548387,0.2,0.002739726,0,0,0,0,0,0,0,0,0,0,0.032258065,0,0.279452055,0.419354839,0.451612903,0.433333333,0.290322581,0.1,0.096774194,0.322580645,0.285714286,0.322580645,0.066666667,0.290322581,0.266666667,0.002739726,0,0,0,0,0,0,0,0,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430136986,0.451612903,0.290322581,0.5,0.387096774,0.466666667,0.483870968,0.258064516,0.25,0.322580645,0.6,0.64516129,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161643836,0,0,0,0,0.233333333,0.258064516,0.548387097,0.428571429,0.35483871,0.133333333,0,0,176.5301726,176.547,176.577,176.513,176.343,176.413,176.431,176.498,176.51,176.495,176.529,176.632,176.879,176.7075205,176.684,176.7,176.645,176.595,176.593,176.647,176.667,176.642,176.676,176.751,176.89,176.999,176.8616356,176.84,176.821,176.803,176.76,176.76,176.824,176.84,176.736,176.916,176.885,177.038,177.108
1983,14.26775956,31.18709677,30.97419355,24.87,17.30967742,9.56,-6.074193548,-3.651612903,5.293103448,2.470967742,12.57666667,19.14516129,27.53666667,3.75136612,18.46129032,19.33870968,11.35666667,5.751612903,0.526666667,-13.64193548,-12.89677419,-3.189655172,-5.287096774,2.73,6.909677419,14.98,1046.2,107.8,52.9,137.3,112.1,149.1,76.1,29.1,35.4,76.4,104.4,114.1,51.5,1248,0,0,0,0,26,419,437,49,248,69,0,0,13.43442623,0,0,0,0,0,51.58064516,82.61290323,14.79310345,10.58064516,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.355191257,0.258064516,0.322580645,0.4,0.35483871,0.433333333,0.451612903,0.451612903,0.482758621,0.35483871,0.333333333,0.322580645,0.1,0.104109589,0.322580645,0.129032258,0.2,0,0.066666667,0,0,0,0.032258065,0.1,0.129032258,0.2,0.00273224,0,0,0.033333333,0,0,0,0,0,0,0,0,0,0.262295082,0.419354839,0.548387097,0.4,0.290322581,0.266666667,0.258064516,0.225806452,0.137931035,0.161290323,0.066666667,0.225806452,0.133333333,0.024590164,0,0,0,0,0,0.129032258,0.064516129,0.068965517,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428961749,0.387096774,0.387096774,0.5,0.451612903,0.6,0.225806452,0.161290323,0.310344828,0.35483871,0.566666667,0.677419355,0.533333333,0.008196721,0,0,0,0,0,0,0.032258065,0,0.064516129,0,0,0,0.177595628,0,0,0,0,0.166666667,0.64516129,0.516129032,0.206896552,0.451612903,0.133333333,0,0,176.6695164,176.904,176.864,176.76,176.727,176.452,176.495,176.562,176.519,176.565,176.556,176.785,176.833,176.8463142,177.021,176.986,176.935,176.864,176.768,176.742,176.699,176.7,176.726,176.799,176.913,176.997,177.0079863,177.135,177.144,177.077,177.083,176.998,176.904,176.812,176.913,176.897,176.946,177.041,177.144
1984,14.85479452,28.1483871,29.49032258,22.59666667,18.20645161,8.856666667,4.141935484,-4.916129032,-2.1,8.95483871,17.19,22.51612903,23.95666667,3.29890411,14.38709677,15.80645161,9.65,7.029032258,-2.296666667,-5.290322581,-14.63548387,-10.85357143,-0.790322581,5.666666667,8.764516129,11.13333333,858.2,81.2,53.4,97.6,80.1,67.1,74.3,37.7,87.8,120.3,37.7,71,50,994,0,0,0,0,0,168,480,338,8,0,0,0,26.23561644,0,0,0,0,0,1.612903226,151.5483871,172.4285714,0,0,0,0,4.588493151,3.490322581,3.370967742,4.036666667,3.929032258,4.933333333,5.361290323,5.632258065,5.214285714,5.477419355,4.86,4.65483871,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.353424658,0.258064516,0.35483871,0.3,0.612903226,0.266666667,0.483870968,0.387096774,0.428571429,0.516129032,0.266666667,0.258064516,0.1,0.090163934,0.096774194,0.225806452,0.166666667,0.064516129,0.066666667,0,0,0.071428571,0.064516129,0.1,0.161290323,0.133333333,0.002739726,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0.219178082,0.258064516,0.483870968,0.2,0.387096774,0.1,0.161290323,0.096774194,0.107142857,0.193548387,0.166666667,0.258064516,0.2,0.021917808,0,0,0,0,0,0.064516129,0.129032258,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394520548,0.419354839,0.387096774,0.533333333,0.548387097,0.4,0.483870968,0.064516129,0.142857143,0.419354839,0.433333333,0.419354839,0.466666667,0.010958904,0,0,0,0,0,0.064516129,0,0,0.064516129,0,0,0,0.150684932,0,0,0,0,0.1,0.258064516,0.612903226,0.464285714,0.225806452,0.166666667,0,0,176.7913699,176.971,176.882,176.736,176.748,176.73,176.553,176.739,176.721,176.58,176.745,177.059,177.028,177.0204329,177.07,177.05,177.008,176.951,176.931,176.883,176.903,176.868,176.966,177.123,177.231,177.254,177.1890438,177.169,177.233,177.23,177.15,177.135,177.065,177.086,177.013,177.166,177.288,177.358,177.367
1985,14.47671233,28.20967742,26.66451613,24.58666667,16.87419355,6.883333333,-3.229032258,-0.225806452,-0.842857143,10.5516129,17.32666667,20.79354839,25.16333333,3.553972603,15.50645161,14.6516129,12.48666667,5.861290323,-0.52,-13.4483871,-10.02903226,-8.107142857,-1.232258065,4.253333333,9.687096774,12.89,943.1,95.4,99.2,46.3,126.7,209,38,10,65.6,37.9,47.2,79.1,88.7,741,0,0,0,0,28,133,176,279,104,21,0,0,4.580821918,0,0,0,0,0,6.451612903,15.5483871,31.71428571,3.290322581,0,0,0,4.504109589,3.809677419,3.161290323,4.27,4.332258065,4.67,4.764516129,4.867741936,4.535714286,5.590322581,5.19,4.467741936,4.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.421917808,0.193548387,0.387096774,0.3,0.483870968,0.666666667,0.387096774,0.419354839,0.642857143,0.322580645,0.266666667,0.516129032,0.5,0.095890411,0.129032258,0.129032258,0.133333333,0.161290323,0.066666667,0,0,0,0,0.066666667,0.096774194,0.166666667,0.002739726,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0.293150685,0.387096774,0.580645161,0.5,0.193548387,0.133333333,0.258064516,0.322580645,0.107142857,0.193548387,0.133333333,0.35483871,0.333333333,0.016438356,0,0,0,0,0,0.129032258,0.032258065,0,0.032258065,0,0,0,0.002739726,0,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430136986,0.387096774,0.451612903,0.5,0.548387097,0.733333333,0.161290323,0.161290323,0.428571429,0.322580645,0.5,0.483870968,0.5,0.005479452,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0.150684932,0,0,0,0,0.2,0.516129032,0.387096774,0.464285714,0.161290323,0.1,0,0,177.0110411,177.111,177.047,177.035,176.891,176.9,176.916,176.833,177.004,176.977,177.053,177.153,177.217,177.1939233,177.227,177.181,177.184,177.146,177.173,177.217,177.148,177.108,177.119,177.227,177.27,177.323,177.3525452,177.327,177.266,177.306,177.294,177.379,177.385,177.397,177.294,177.3,177.361,177.428,177.492
1986,16.01917808,29.40967742,26.25806452,24.24333333,16.89677419,6.446666667,2.583870968,0.106451613,5.835714286,9.822580645,16.63333333,24.27419355,29.13333333,5.68630137,18.27096774,14.3,14.41333333,7.248387097,-2.016666667,-4.106451613,-6.922580645,-3.785714286,-0.103225807,4.053333333,10.57096774,15.7,758.2,109.2,29.3,181.1,95.3,35.9,27.8,42.7,25.1,40.4,59.6,56.2,55.6,668,0,0,0,0,98,10,440,0,120,0,0,0,4.104109589,0,0,0,0,0,0,45.06451613,2.714285714,0.806451613,0,0,0,4.42,4.229032258,3.729032258,4.003333333,3.858064516,4.72,4.64516129,4.590322581,4.853571429,5.219354839,4.83,4.441935484,3.956666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.408219178,0.387096774,0.258064516,0.433333333,0.387096774,0.533333333,0.548387097,0.580645161,0.321428571,0.35483871,0.433333333,0.322580645,0.333333333,0.076712329,0.258064516,0.064516129,0.266666667,0,0,0,0.032258065,0,0,0.033333333,0.35483871,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284931507,0.322580645,0.258064516,0.333333333,0.290322581,0.266666667,0.387096774,0.258064516,0.357142857,0.258064516,0.2,0.225806452,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397260274,0.516129032,0.290322581,0.6,0.548387097,0.366666667,0.322580645,0.161290323,0.142857143,0.451612903,0.366666667,0.64516129,0.333333333,0.002739726,0,0,0,0,0,0,0.032258065,0,0,0,0,0,0.139726027,0,0,0,0.064516129,0.233333333,0.419354839,0.548387097,0.071428571,0.225806452,0.1,0,0,177.0897205,177.175,177.23,177.217,177.33,177.211,177.12,177.056,177.004,176.907,176.925,176.928,176.964,177.241726,177.386,177.408,177.382,177.493,177.392,177.264,177.195,177.104,177.058,177.075,177.054,177.075,177.4419205,177.507,177.528,177.602,177.73,177.632,177.449,177.333,177.687,177.263,177.251,177.175,177.166
1987,15.54644809,30.60967742,27.49677419,24.36666667,14.47096774,10.98666667,3.677419355,-2.135483871,-0.210344828,8.751612903,14.96,23.61935484,29.51666667,4.36147541,19.06774194,16.75483871,12.33666667,2.458064516,2.153333333,-3.519354839,-11.49032258,-10.14827586,-2.022580645,3.07,8.619354839,14.59666667,868.1,106.5,286,23.9,40.4,70.6,95.9,47.7,32.7,54.6,52.9,30.3,26.6,1084,0,0,0,3,25,474,138,394,50,0,0,0,11.78142077,0,0,0,0,0,49.90322581,49.12903226,42.82758621,0,0,0,0,4.923224044,3.864516129,3.893548387,3.386666667,4.687096774,5.173333333,5.503225807,5.848387097,5.793103448,5.75483871,5.603333333,4.822580645,4.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.316939891,0.322580645,0.483870968,0.433333333,0.193548387,0.333333333,0.419354839,0.258064516,0.517241379,0.322580645,0.2,0.161290323,0.166666667,0.095890411,0.225806452,0.225806452,0.066666667,0.032258065,0,0.032258065,0,0,0.064516129,0.1,0.129032258,0.066666667,0.008196721,0,0.064516129,0,0,0,0,0,0,0,0.033333333,0,0,0.177595628,0.548387097,0.225806452,0.333333333,0.064516129,0.133333333,0.032258065,0.096774194,0.068965517,0.129032258,0.133333333,0.096774194,0.266666667,0.016393443,0,0,0,0,0,0.032258065,0.064516129,0.103448276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390710383,0.483870968,0.516129032,0.6,0.451612903,0.633333333,0.419354839,0.129032258,0.24137931,0.290322581,0.433333333,0.290322581,0.2,0.008196721,0,0,0,0,0,0.032258065,0,0.068965517,0,0,0,0,0.183060109,0,0,0,0.064516129,0.2,0.451612903,0.516129032,0.517241379,0.387096774,0.066666667,0,0,176.5762732,176.946,176.846,176.791,176.647,176.504,176.465,176.382,176.416,176.358,176.489,176.568,176.492,176.7501475,177.054,176.993,176.899,176.798,176.704,176.682,176.624,176.619,176.56,176.68,176.702,176.677,176.9229426,177.217,177.156,177.032,177.041,176.934,176.809,176.83,176.785,176.702,176.83,176.907,176.821
1988,15.32931507,32.08064516,30.4483871,24.98,13.36774194,9.65,2.522580645,4.8,-2.65,7.619354839,13.74333333,20.39354839,25.66666667,4.452328767,17.72903226,19.32258065,12.58,2.248387097,1.11,-7.258064516,-4.390322581,-11.08928571,-2.577419355,2.67,8.267741936,13.70666667,812.3,69.6,83.5,96.3,128.3,163.9,61.1,20.9,19.8,42.4,34.8,40.5,51.2,628,0,0,0,0,23,128,11,385,52,16,13,0,5.002739726,0,0,0,0,0,2.419354839,0,58.03571429,4.064516129,0,0,0,4.593424658,3.316129032,3.5,4.4,4.596774194,5.093333333,4.990322581,5.561290323,5.232142857,5.261290323,4.573333333,5.003225807,3.633333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.347945206,0.193548387,0.258064516,0.1,0.225806452,0.4,0.258064516,0.483870968,0.428571429,0.516129032,0.466666667,0.419354839,0.433333333,0.092896175,0.064516129,0.193548387,0.2,0.129032258,0.133333333,0.032258065,0.032258065,0,0.096774194,0.1,0.258064516,0.133333333,0.005479452,0,0,0,0.032258065,0,0,0,0,0,0.033333333,0,0,0.268493151,0.35483871,0.387096774,0.433333333,0.129032258,0.1,0.096774194,0.129032258,0.071428571,0.419354839,0.366666667,0.35483871,0.366666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353424658,0.225806452,0.35483871,0.366666667,0.419354839,0.533333333,0.193548387,0.322580645,0.107142857,0.322580645,0.566666667,0.516129032,0.3,0.008219178,0,0,0,0,0,0.032258065,0,0,0.064516129,0,0,0,0.180821918,0,0,0,0.064516129,0.233333333,0.451612903,0.290322581,0.678571429,0.258064516,0.166666667,0.064516129,0,176.249863,176.373,176.459,176.257,176.224,176.138,176.105,176.09,176.218,176.166,176.273,176.279,176.416,176.4475452,176.616,176.579,176.481,176.431,176.401,176.432,176.371,176.346,176.315,176.4,176.442,176.548,176.6093616,176.724,176.736,176.66,176.617,176.608,176.702,176.541,176.553,176.449,176.495,176.574,176.647
