Year,YearAverageMaxTemp,JulAverageMaxTemp,AugAverageMaxTemp,SepAverageMaxTemp,OctAverageMaxTemp,NovAverageMaxTemp,DecAverageMaxTemp,JanAverageMaxTemp,FebAverageMaxTemp,MarAverageMaxTemp,AprAverageMaxTemp,MayAverageMaxTemp,JunAverageMaxTemp,YearAverageMinTemp,JulAverageMinTemp,AugAverageMinTemp,SepAverageMinTemp,OctAverageMinTemp,NovAverageMinTemp,DecAverageMinTemp,JanAverageMinTemp,FebAverageMinTemp,MarAverageMinTemp,AprAverageMinTemp,MayAverageMinTemp,JunAverageMinTemp,YearRainPrcpTotal,JulRain,AugRain,SepRain,OctRain,NovRain,DecRain,JanRain,FebRain,MarRain,AprRain,MayRain,JunRain,YearSnowTotal,JulSnow,AugSnow,SepSnow,OctSnow,NovSnow,DecSnow,JanSnow,FebSnow,MarSnow,AprSnow,MaySnow,JunSnow,YearAverageSnowDepth,JulSnowDepth,AugSnowDepth,SepSnowDepth,OctSnowDepth,NovSnowDepth,DecSnowDepth,JanSnowDepth,FebSnowDepth,MarSnowDepth,AprSnowDepth,MaySnowDepth,JunSnowDepth,YearAverageWind,JulWind,AugWind,SepWind,OctWind,NovWind,DecWind,JanWind,FebWind,MarWind,AprWind,MayWind,JunWind,PeakTwoMinWind,JulPeakTwoMinWind,AugPeakTwoMinWind,SepPeakTwoMinWind,OctPeakTwoMinWind,NovPeakTwoMinWind,DecPeakTwoMinWind,JanPeakTwoMinWind,FebPeakTwoMinWind,MarPeakTwoMinWind,AprPeakTwoMinWind,MayPeakTwoMinWind,JunPeakTwoMinWind,AveragePeakWindDirection,JulPeakWindDirection,AugPeakWindDirection,SepPeakWindDirection,OctPeakWindDirection,NovPeakWindDirection,DecPeakWindDirection,JanPeakWindDirection,FebPeakWindDirection,MarPeakWindDirection,AprPeakWindDirection,MayPeakWindDirection,JunPeakWindDirection,YearPeakGust,JulPeakGust,AugPeakGust,SepPeakGust,OctPeakGust,NovPeakGust,DecPeakGust,JanPeakGust,FebPeakGust,MarPeakGust,AprPeakGust,MayPeakGust,JunPeakGust,YearFog,JulFog,AugFog,SepFog,OctFog,NovFog,DecFog,JanFog,FebFog,MarFog,AprFog,MayFog,JunFog,YearThunder,JulThunder,AugThunder,SepThunder,OctThunder,NovThunder,DecThunder,JanThunder,FebThunder,MarThunder,AprThunder,MayThunder,JunThunder,YearHail,JulHail,AugHail,SepHail,OctHail,NovHail,DecHail,JanHail,FebHail,MarHail,AprHail,MayHail,JunHail,YearHaze,JulHaze,AugHaze,SepHaze,OctHaze,NovHaze,DecHaze,JanHaze,FebHaze,MarHaze,AprHaze,MayHaze,JunHaze,YearBlowingSnow,JulBlowingSnow,AugBlowingSnow,SepBlowingSnow,OctBlowingSnow,NovBlowingSnow,DecBlowingSnow,JanBlowingSnow,FebBlowingSnow,MarBlowingSnow,AprBlowingSnow,MayBlowingSnow,JunBlowingSnow,YearFunnelCloud,JulFunnelCloud,AugFunnelCloud,SepFunnelCloud,OctFunnelCloud,NovFunnelCloud,DecFunnelCloud,JanFunnelCloud,FebFunnelCloud,MarFunnelCloud,AprFunnelCloud,MayFunnelCloud,JunFunnelCloud,YearDamagingWind,JulDamagingWind,AugDamagingWind,SepDamagingWind,OctDamagingWind,NovDamagingWind,DecDamagingWind,JanDamagingWind,FebDamagingWind,MarDamagingWind,AprDamagingWind,MayDamagingWind,JunDamagingWind,YearRain_wt16,JulRain_wt16,AugRain_wt16,SepRain_wt16,OctRain_wt16,NovRain_wt16,DecRain_wt16,JanRain_wt16,FebRain_wt16,MarRain_wt16,AprRain_wt16,MayRain_wt16,JunRain_wt16,YearFreezingRain_wt16,JulFreezingRain,AugFreezingRain,SepFreezingRain,OctFreezingRain,NovFreezingRain,DecFreezingRain,JanFreezingRain,FebFreezingRain,MarFreezingRain,AprFreezingRain,MayFreezingRain,JunFreezingRain,YearSnow_wt18,JulSnow_wt18,AugSnow_wt18,SepSnow_wt18,OctSnow_wt18,NovSnow_wt18,DecSnow_wt18,JanSnow_wt18,FebSnow_wt18,MarSnow_wt18,AprSnow_wt18,MaySnow_wt18,JunSnow_wt18,YearAverageLowWaterLevel,JulAverageLowWaterLevel,AugAverageLowWaterLevel,SepAverageLowWaterLevel,OctAverageLowWaterLevel,NovAverageLowWaterLevel,DecAverageLowWaterLevel,JanAverageLowWaterLevel,FebAverageLowWaterLevel,MarAverageLowWaterLevel,AprAverageLowWaterLevel,MayAverageLowWaterLevel,JunAverageLowWaterLevel,YearAverageMeanWaterLevel,JulAverageMeanWaterLevel,AugAverageMeanWaterLevel,SepAverageMeanWaterLevel,OctAverageMeanWaterLevel,NovAverageMeanWaterLevel,DecAverageMeanWaterLevel,JanAverageMeanWaterLevel,FebAverageMeanWaterLevel,MarAverageMeanWaterLevel,AprAverageMeanWaterLevel,MayAverageMeanWaterLevel,JunAverageMeanWaterLevel,YearAverageHighWaterLevel,JulAverageHighWaterLevel,AugAverageHighWaterLevel,SepAverageHighWaterLevel,OctAverageHighWaterLevel,NovAverageHighWaterLevel,DecAverageHighWaterLevel,JanAverageHighWaterLevel,FebAverageHighWaterLevel,MarAverageHighWaterLevel,AprAverageHighWaterLevel,MayAverageHighWaterLevel,JunAverageHighWaterLevel
1969,14.25726027,27.1516129,28.76129032,23.28333333,16.18709677,7.733333333,1.132258065,-4.670967742,1.142857143,5.75483871,15.77666667,22.33870968,25.72666667,4.965479452,18.40967742,17.74193548,13.74333333,5.751612903,-0.716666667,-5.558064516,-12.81612903,-7.760714286,-2.664516129,6.076666667,10.8516129,15.78,866.3,87.2,13,76.5,69.4,28.3,30.1,21,15.1,54,109.1,181.3,181.3,1429,0,0,0,0,51,490,244,161,300,183,0,0,16.41917808,0,0,0,0,0,59,99.12903226,9.035714286,19.67741935,7.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.315068493,0.516129032,0.290322581,0.3,0.290322581,0.433333333,0.258064516,0.258064516,0.214285714,0.290322581,0.366666667,0.258064516,0.3,0.098630137,0.193548387,0.064516129,0.066666667,0.129032258,0,0,0,0,0.064516129,0.2,0.193548387,0.266666667,0.005479452,0,0,0,0,0,0,0,0,0,0.033333333,0.032258065,0,0.621917808,0.903225807,0.774193548,0.666666667,0.548387097,0.6,0.709677419,0.709677419,0.392857143,0.580645161,0.5,0.548387097,0.5,0.021917808,0,0,0,0,0,0.032258065,0.096774194,0.035714286,0.064516129,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35890411,0.516129032,0.129032258,0.4,0.548387097,0.266666667,0.193548387,0.193548387,0.214285714,0.290322581,0.566666667,0.516129032,0.466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219178082,0,0,0,0,0.233333333,0.580645161,0.741935484,0.535714286,0.483870968,0.066666667,0,0,176.5495425,176.769,176.855,176.721,176.605,176.571,176.367,176.449,176.394,176.401,176.288,176.495,176.666,176.713789,176.919,176.949,176.867,176.769,176.733,176.66,176.58,176.566,176.541,176.558,176.657,176.754,176.8516658,176.992,177.071,176.995,176.955,176.904,176.9,176.705,176.699,176.651,176.693,176.772,176.87
1970,15.2369863,28.88387097,27.8516129,23.69666667,18.24516129,8.893333333,3.651612903,-2.722580645,1.760714286,5.874193548,15.78,20.71290323,29.45666667,4.957808219,18.53548387,17.63870968,13.11,7.780645161,0.716666667,-5.05483871,-11.80322581,-6.085714286,-2.619354839,2.69,7.296774194,16.65,801.4,103.8,38,220.8,63.2,70.7,44.9,23.5,49.4,39.2,24.7,56.7,66.5,590,0,0,0,0,6,70,254,36,204,20,0,0,4.561643836,0,0,0,0,0,3.225806452,33.38709677,11.75,5.677419355,0.833333333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.263013699,0.225806452,0.258064516,0.333333333,0.322580645,0.4,0.258064516,0.225806452,0.428571429,0.258064516,0.2,0.064516129,0.2,0.131506849,0.193548387,0.161290323,0.433333333,0.032258065,0,0.032258065,0,0.035714286,0.064516129,0.1,0.193548387,0.4,0.008219178,0.032258065,0,0,0,0,0,0,0.071428571,0,0,0,0,0.62739726,0.677419355,0.806451613,0.733333333,0.677419355,0.7,0.64516129,0.612903226,0.642857143,0.483870968,0.466666667,0.322580645,0.766666667,0.019178082,0,0,0,0,0,0,0.096774194,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397260274,0.483870968,0.322580645,0.533333333,0.516129032,0.533333333,0.35483871,0.161290323,0.392857143,0.258064516,0.366666667,0.419354839,0.433333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18630137,0,0,0,0,0.166666667,0.387096774,0.580645161,0.428571429,0.516129032,0.133333333,0.032258065,0,176.5296274,176.693,176.651,176.59,176.446,176.428,176.449,176.334,176.184,176.504,176.58,176.675,176.797,176.7401671,176.789,176.792,176.768,176.706,176.682,176.666,176.637,176.599,176.694,176.763,176.855,176.923,176.9130767,176.894,176.922,176.934,176.879,176.907,176.989,176.87,176.76,176.852,176.928,176.977,177.035
1971,15.19508197,27.56774194,28.29354839,26.22,21.8483871,10.2,5.012903226,-2.277419355,-0.096551724,5.558064516,12.19666667,22.32903226,24.91333333,4.807377049,16.25483871,16.11290323,15.67,11.09677419,0.526666667,-2.6,-11.58064516,-9.279310345,-3.396774194,1.946666667,9.916129032,12.48,861.2,90.6,100.8,60.8,18.4,33.8,136.5,25.8,18.8,87.7,121.1,76.6,90.3,942,0,0,0,0,33,5,193,198,428,85,0,0,6.590163934,0,0,0,0,0,0,25.35483871,37.68965517,13.93548387,3.366666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.295081967,0.096774194,0.225806452,0.4,0.35483871,0.266666667,0.516129032,0.225806452,0.103448276,0.290322581,0.433333333,0.322580645,0.3,0.106849315,0.129032258,0.129032258,0.133333333,0.064516129,0,0.032258065,0,0,0.129032258,0.2,0.129032258,0.2,0.016393443,0.032258065,0.032258065,0,0,0,0,0,0,0,0.1,0.032258065,0,0.573770492,0.387096774,0.774193548,0.733333333,0.677419355,0.466666667,0.580645161,0.290322581,0.586206897,0.451612903,0.7,0.709677419,0.533333333,0.016393443,0,0,0,0,0,0,0.064516129,0.034482759,0.064516129,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387978142,0.483870968,0.258064516,0.466666667,0.387096774,0.4,0.483870968,0.225806452,0.172413793,0.290322581,0.6,0.419354839,0.466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207650273,0,0,0,0,0.366666667,0.225806452,0.548387097,0.655172414,0.580645161,0.133333333,0,0,176.6208279,176.702,176.821,176.736,176.635,176.559,176.428,176.44,176.498,176.48,176.565,176.745,176.84,176.8160984,176.965,176.966,176.901,176.829,176.768,176.746,176.735,176.672,176.667,176.724,176.876,176.937,176.9761475,177.062,177.184,177.013,176.995,176.943,176.958,176.925,176.91,176.861,176.84,176.955,177.062
1972,14.27835616,28.03548387,27.79677419,22.13333333,14.25483871,5.636666667,-0.532258065,1.84516129,1.764285714,10.98064516,13.63333333,17.85483871,27.09333333,5.510684932,18.15483871,18.57741935,12.87333333,4.983870968,0.716666667,-8.458064516,-6.132258065,-5.5,2.287096774,4.216666667,7.438709677,16.29333333,1195.4,126.4,177.1,207,74.3,77.4,73.4,31.5,35,99.5,126.7,94.1,73,651,0,0,0,3,23,284,13,236,87,5,0,0,3.61369863,0,0,0,0,0,25.35483871,0,17.21428571,1.64516129,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42739726,0.225806452,0.516129032,0.5,0.483870968,0.4,0.580645161,0.35483871,0.428571429,0.516129032,0.466666667,0.387096774,0.266666667,0.128415301,0.225806452,0.290322581,0.333333333,0.032258065,0,0,0,0.035714286,0.161290323,0.133333333,0.129032258,0.2,0.002739726,0,0,0.033333333,0,0,0,0,0,0,0,0,0,0.504109589,0.580645161,0.709677419,0.566666667,0.451612903,0.633333333,0.612903226,0.387096774,0.642857143,0.548387097,0.2,0.419354839,0.3,0.010958904,0,0,0,0,0,0.064516129,0,0.035714286,0,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504109589,0.612903226,0.516129032,0.666666667,0.580645161,0.366666667,0.451612903,0.290322581,0.214285714,0.548387097,0.533333333,0.774193548,0.466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180821918,0,0,0,0.064516129,0.4,0.612903226,0.290322581,0.535714286,0.064516129,0.2,0.032258065,0,176.8760795,176.861,176.943,176.91,176.91,176.833,176.715,176.739,176.769,176.769,176.94,176.98,177.144,177.0485041,176.986,177.042,177.08,177.047,177.003,176.957,176.973,176.953,176.993,177.096,177.182,177.269,177.2237288,177.114,177.141,177.217,177.312,177.141,177.169,177.141,177.092,177.388,177.23,177.33,177.4
1973,15.13643836,28.63870968,28.43870968,23.7,19.8483871,10.06333333,1.377419355,-0.570967742,1.817857143,7.9,17,18.67096774,23.92,5.755342466,18.81612903,18.82258065,14.03,8.906451613,0.893333333,-5.770967742,-7.509677419,-7.032142857,-0.622580645,5.52,8.906451613,13.21,1064.9,134,17,152.9,72.7,38.2,94.4,83.7,53.8,61.1,108.6,129.3,119.2,951,0,0,0,0,0,480,190,244,37,0,0,0,12.18082192,0,0,0,0,0,72.93548387,40.12903226,33.60714286,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.364383562,0.387096774,0.387096774,0.366666667,0.612903226,0.433333333,0.516129032,0.35483871,0.178571429,0.35483871,0.166666667,0.387096774,0.2,0.109589041,0.258064516,0.096774194,0.166666667,0.064516129,0.033333333,0.032258065,0,0,0.161290323,0.3,0.193548387,0.233333333,0.002739726,0,0,0,0,0,0,0,0,0.032258065,0,0,0,0.460273973,0.741935484,0.741935484,0.533333333,0.516129032,0.266666667,0.35483871,0.483870968,0.357142857,0.322580645,0.433333333,0.387096774,0.366666667,0.008219178,0,0,0,0,0,0,0,0.107142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42739726,0.483870968,0.322580645,0.566666667,0.419354839,0.466666667,0.258064516,0.258064516,0.142857143,0.483870968,0.533333333,0.709677419,0.466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17260274,0,0,0,0,0.1,0.580645161,0.387096774,0.535714286,0.322580645,0.166666667,0,0,176.9146055,177.187,177.202,177.013,176.968,176.806,176.727,176.748,176.782,176.757,176.73,176.946,177.096,177.1161726,177.297,177.298,177.226,177.136,177.059,176.988,176.938,176.968,176.988,177.056,177.174,177.256,177.2859753,177.434,177.47,177.382,177.339,177.236,177.156,177.163,177.156,177.153,177.19,177.318,177.425
1974,14.54027397,29.01612903,26.26774194,22.03333333,17.61290323,8.863333333,2.306451613,1.393548387,0.214285714,5.55483871,10.96,22.6483871,26.55666667,4.786027397,17.23870968,15.9,9.616666667,5.448387097,0.613333333,-4.319354839,-6.635483871,-6.657142857,-3.280645161,1.556666667,10.93225806,16.19666667,897.6,75.2,66.2,37.5,47.9,62.9,53.9,93.7,63.1,51.4,139.8,76.9,129.1,960,0,0,0,0,26,239,90,209,114,282,0,0,4.994520548,0,0,0,0,1.666666667,12.22580645,4.064516129,18.10714286,0.806451613,24.53333333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.350684932,0.161290323,0.451612903,0.266666667,0.225806452,0.366666667,0.516129032,0.387096774,0.428571429,0.35483871,0.266666667,0.35483871,0.433333333,0.112328767,0.225806452,0.161290323,0.033333333,0.032258065,0,0,0.161290323,0,0.064516129,0.2,0.225806452,0.4,0.005479452,0,0.032258065,0,0,0,0,0,0,0,0,0,0.033333333,0.449315069,0.548387097,0.548387097,0.366666667,0.258064516,0.466666667,0.451612903,0.451612903,0.464285714,0.35483871,0.433333333,0.419354839,0.633333333,0.010958904,0,0,0,0,0,0.032258065,0.032258065,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44109589,0.35483871,0.451612903,0.4,0.516129032,0.5,0.387096774,0.322580645,0.25,0.35483871,0.466666667,0.612903226,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205479452,0,0,0,0,0.266666667,0.483870968,0.548387097,0.607142857,0.451612903,0.133333333,0,0,176.8169507,177.147,176.98,176.998,176.885,176.809,176.644,176.501,176.69,176.657,176.669,176.873,176.943,177.0246219,177.314,177.25,177.157,177.036,176.964,176.9,176.862,176.854,176.862,176.928,177.041,177.113,177.1846603,177.513,177.367,177.288,177.236,177.199,177.047,177.041,177.001,176.995,177.147,177.144,177.224
1975,16.41147541,29.60967742,29.06451613,21.40666667,19.81935484,13.32,3.406451613,-1.719354839,7.196551724,11.23870968,17.03666667,19.1,27.29666667,5.779781421,18.6483871,20.09032258,11.24666667,6.54516129,3.486666667,-3.977419355,-11.77096774,-3.696551724,0.716129032,5.423333333,7.383870968,15.04,952.6,55.6,187.3,20.3,48.3,64.2,77.7,21.7,47.6,150.1,103,102.4,74.4,701,0,0,0,0,162,173,257,40,49,20,0,0,8.459016393,0,0,0,0,10.13333333,6.548387097,59.80645161,24.48275862,0.806451613,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24863388,0.129032258,0.193548387,0.333333333,0.258064516,0.466666667,0.387096774,0.225806452,0.24137931,0.35483871,0.066666667,0.225806452,0.1,0.153424658,0.258064516,0.290322581,0,0.064516129,0.1,0.064516129,0,0.068965517,0.258064516,0.133333333,0,0.2,0.00273224,0,0,0,0,0,0,0,0,0.032258065,0,0,0,0.368852459,0.483870968,0.64516129,0.433333333,0.258064516,0.4,0.290322581,0.35483871,0.413793103,0.290322581,0.2,0.290322581,0.366666667,0.019125683,0,0,0,0,0.033333333,0,0.161290323,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393442623,0.322580645,0.580645161,0.4,0.161290323,0.466666667,0.35483871,0.193548387,0.379310345,0.483870968,0.466666667,0.451612903,0.466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174863388,0,0,0,0,0.3,0.548387097,0.612903226,0.275862069,0.225806452,0.1,0.032258065,0,176.7685984,177.001,176.894,176.952,176.708,176.55,176.562,176.568,176.544,176.55,176.891,176.998,177.001,176.9639426,177.146,177.102,177.073,176.952,176.843,176.822,176.76,176.748,176.856,177.015,177.113,177.13,177.1236776,177.312,177.199,177.211,177.144,177.035,177.044,176.916,176.9,177.053,177.156,177.248,177.257
1976,14.99643836,29.3,27.99032258,24.12666667,14.72580645,5.513333333,-1.777419355,-7.212903226,1.589285714,11.91612903,19.23333333,26.70967742,27.06,3.397260274,17.30322581,15.12580645,9.983333333,3.319354839,-5.123333333,-12.20967742,-16.48709677,-7.335714286,2.383870968,6.336666667,12.40645161,14.41333333,545.9,36.5,32.7,37.9,36,16.6,16.3,14.2,18,93.3,66.5,47.8,130.1,633,0,0,0,41,13,167,185,102,125,0,0,0,10.9260274,0,0,0,0.806451613,0,18,72.16129032,39,2.451612903,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.189041096,0.193548387,0.096774194,0.233333333,0.322580645,0.1,0.258064516,0.193548387,0.178571429,0.322580645,0.166666667,0.064516129,0.133333333,0.079234973,0.096774194,0.129032258,0.066666667,0,0,0,0,0.035714286,0.064516129,0.133333333,0.225806452,0.2,0.002739726,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0.380821918,0.451612903,0.451612903,0.4,0.225806452,0.233333333,0.35483871,0.322580645,0.392857143,0.387096774,0.366666667,0.548387097,0.433333333,0.01369863,0,0,0,0,0,0,0.161290323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301369863,0.483870968,0.225806452,0.366666667,0.322580645,0.133333333,0.064516129,0.129032258,0.107142857,0.451612903,0.466666667,0.387096774,0.466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210958904,0,0,0,0.096774194,0.333333333,0.580645161,0.741935484,0.428571429,0.290322581,0.066666667,0,0,176.5046493,176.943,176.974,176.815,176.681,176.471,176.355,176.282,176.233,176.181,176.273,176.437,176.382,176.6822329,177.156,177.089,176.975,176.817,176.661,176.529,176.446,176.39,176.425,176.552,176.563,176.556,176.8368,177.288,177.221,177.15,176.986,176.788,176.724,176.571,176.519,176.632,176.711,176.748,176.672
1977,13.6139726,30.96129032,27.30967742,23.39,16.32258065,8.416666667,-0.280645161,-4.822580645,-4.032142857,4.229032258,14.61666667,20.16451613,25.96333333,3.645479452,19.57419355,16.95806452,14.32,5.264516129,0.483333333,-8.387096774,-13.30967742,-12.96071429,-4.412903226,2.576666667,8.983870968,13.57666667,868.6,30,136.8,154.2,34.6,52.1,49.9,37.6,11.1,29.4,100.2,71.2,161.5,1333,0,0,0,0,133,324,555,202,114,5,0,0,34.35890411,0,0,0,0,13.56666667,48.22580645,131.9354839,196.75,33.5483871,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.361643836,0.096774194,0.35483871,0.566666667,0.419354839,0.433333333,0.451612903,0.322580645,0.25,0.419354839,0.366666667,0.35483871,0.3,0.134246575,0.290322581,0.290322581,0.233333333,0.064516129,0.066666667,0,0,0,0.032258065,0.166666667,0.129032258,0.233333333,0.008219178,0,0,0,0,0,0,0,0,0.064516129,0.033333333,0,0,0.38630137,0.419354839,0.516129032,0.466666667,0.387096774,0.2,0.290322581,0.387096774,0.642857143,0.419354839,0.3,0.419354839,0.2,0.02739726,0,0,0,0,0,0.129032258,0.161290323,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397260274,0.387096774,0.612903226,0.566666667,0.483870968,0.466666667,0.258064516,0.129032258,0.071428571,0.290322581,0.566666667,0.451612903,0.466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208219178,0,0,0,0,0.233333333,0.483870968,0.612903226,0.714285714,0.387096774,0.1,0,0,176.3319781,176.443,176.394,176.306,176.257,176.221,176.227,176.343,176.388,176.276,176.221,176.398,176.513,176.519274,176.561,176.546,176.516,176.505,176.497,176.481,176.504,176.457,176.424,176.497,176.588,176.652,176.6715589,176.684,176.672,176.699,176.654,176.718,176.623,176.742,176.559,176.587,176.614,176.745,176.754
1978,13.98191781,27.32903226,28.18064516,26.79,16.49032258,9.65,0.716129032,-5.993548387,-4.785714286,7.138709677,12.51,21.71935484,26.86333333,3.423013699,17.08709677,16.73225806,14.06333333,4.974193548,0.09,-7.603225807,-15.64516129,-12.79642857,-2.296774194,2.44,8.535483871,14.48666667,1058.6,117,49.9,174.8,27.5,57,112.3,71.4,26,114.3,125.2,65.5,117.7,2127,0,0,0,0,133,897,870,173,51,3,0,0,78.64931507,0,0,0,0,10.16666667,82.74193548,453.2258065,403.75,15.5483871,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.389041096,0.193548387,0.35483871,0.533333333,0.193548387,0.566666667,0.419354839,0.35483871,0.428571429,0.612903226,0.5,0.290322581,0.233333333,0.098630137,0.225806452,0.193548387,0.166666667,0,0,0.032258065,0,0.035714286,0.096774194,0.2,0.064516129,0.233333333,0.005479452,0,0,0,0,0,0,0,0,0,0,0.064516129,0,0.38630137,0.483870968,0.483870968,0.533333333,0.225806452,0.266666667,0.129032258,0.451612903,0.607142857,0.387096774,0.466666667,0.258064516,0.366666667,0.02739726,0,0,0,0,0.033333333,0.096774194,0.161290323,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41369863,0.580645161,0.419354839,0.366666667,0.483870968,0.366666667,0.322580645,0.129032258,0.25,0.548387097,0.6,0.419354839,0.466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.266666667,0.516129032,0.612903226,0.571428571,0.290322581,0.166666667,0,0,176.4774904,176.571,176.513,176.465,176.523,176.306,176.324,176.398,176.324,176.352,176.425,176.711,176.806,176.6610932,176.681,176.68,176.682,176.696,176.608,176.548,176.521,176.482,176.519,176.705,176.868,176.935,176.8147534,176.809,176.788,176.879,176.827,176.788,176.721,176.632,176.632,176.711,176.928,177.001,177.056
